"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Year","Year Code","Sex","Sex Code","Race","Race Code",Deaths,Population,Crude Rate
,"< 1 year","1","2005","2005","Female","F","Black or African American","2054-5",175,15715,1113.6
,"< 1 year","1","2005","2005","Female","F","White","2106-3",355,78199,454.0
,"< 1 year","1","2005","2005","Male","M","Black or African American","2054-5",213,16424,1296.9
,"< 1 year","1","2005","2005","Male","M","White","2106-3",390,82503,472.7
,"< 1 year","1","2006","2006","Female","F","Black or African American","2054-5",162,15524,1043.5
,"< 1 year","1","2006","2006","Female","F","White","2106-3",273,76176,358.4
,"< 1 year","1","2006","2006","Male","M","Black or African American","2054-5",203,16344,1242.0
,"< 1 year","1","2006","2006","Male","M","White","2106-3",416,80040,519.7
,"< 1 year","1","2007","2007","Female","F","Black or African American","2054-5",159,16182,982.6
,"< 1 year","1","2007","2007","Female","F","White","2106-3",320,74827,427.7
,"< 1 year","1","2007","2007","Male","M","Black or African American","2054-5",193,16803,1148.6
,"< 1 year","1","2007","2007","Male","M","White","2106-3",400,79053,506.0
,"< 1 year","1","2008","2008","Female","F","Black or African American","2054-5",165,16285,1013.2
,"< 1 year","1","2008","2008","Female","F","White","2106-3",277,74633,371.1
,"< 1 year","1","2008","2008","Male","M","Black or African American","2054-5",212,16753,1265.4
,"< 1 year","1","2008","2008","Male","M","White","2106-3",347,78336,443.0
,"< 1 year","1","2009","2009","Female","F","Black or African American","2054-5",128,15481,826.8
,"< 1 year","1","2009","2009","Female","F","White","2106-3",247,68644,359.8
,"< 1 year","1","2009","2009","Male","M","Black or African American","2054-5",191,15844,1205.5
,"< 1 year","1","2009","2009","Male","M","White","2106-3",375,72436,517.7
,"< 1 year","1","2010","2010","Female","F","Black or African American","2054-5",119,15125,786.8
,"< 1 year","1","2010","2010","Female","F","White","2106-3",259,68176,379.9
,"< 1 year","1","2010","2010","Male","M","Black or African American","2054-5",165,15628,1055.8
,"< 1 year","1","2010","2010","Male","M","White","2106-3",342,71508,478.3
,"< 1 year","1","2011","2011","Female","F","Black or African American","2054-5",125,15615,800.5
,"< 1 year","1","2011","2011","Female","F","White","2106-3",271,69245,391.4
,"< 1 year","1","2011","2011","Male","M","Black or African American","2054-5",170,16527,1028.6
,"< 1 year","1","2011","2011","Male","M","White","2106-3",330,72197,457.1
,"< 1 year","1","2012","2012","Female","F","Black or African American","2054-5",116,15553,745.8
,"< 1 year","1","2012","2012","Female","F","White","2106-3",230,69908,329.0
,"< 1 year","1","2012","2012","Male","M","Black or African American","2054-5",162,16307,993.4
,"< 1 year","1","2012","2012","Male","M","White","2106-3",303,73183,414.0
,"< 1 year","1","2013","2013","Female","F","Black or African American","2054-5",124,15165,817.7
,"< 1 year","1","2013","2013","Female","F","White","2106-3",262,68766,381.0
,"< 1 year","1","2013","2013","Male","M","Black or African American","2054-5",173,15917,1086.9
,"< 1 year","1","2013","2013","Male","M","White","2106-3",327,72040,453.9
,"< 1 year","1","2014","2014","Female","F","Black or African American","2054-5",134,15371,871.8
,"< 1 year","1","2014","2014","Female","F","White","2106-3",229,69723,328.4
,"< 1 year","1","2014","2014","Male","M","Black or African American","2054-5",162,16128,1004.5
,"< 1 year","1","2014","2014","Male","M","White","2106-3",285,72980,390.5
,"< 1 year","1","2015","2015","Female","F","Black or African American","2054-5",86,15650,549.5
,"< 1 year","1","2015","2015","Female","F","White","2106-3",232,70388,329.6
,"< 1 year","1","2015","2015","Male","M","Black or African American","2054-5",157,16424,955.9
,"< 1 year","1","2015","2015","Male","M","White","2106-3",291,73827,394.2
,"< 1 year","1","2016","2016","Female","F","Black or African American","2054-5",115,15668,734.0
,"< 1 year","1","2016","2016","Female","F","White","2106-3",206,70677,291.5
,"< 1 year","1","2016","2016","Male","M","Black or African American","2054-5",123,16491,745.9
,"< 1 year","1","2016","2016","Male","M","White","2106-3",301,74073,406.4
,"< 1 year","1","2017","2017","Female","F","Black or African American","2054-5",92,15191,605.6
,"< 1 year","1","2017","2017","Female","F","White","2106-3",172,69018,249.2
,"< 1 year","1","2017","2017","Male","M","Black or African American","2054-5",116,15868,731.0
,"< 1 year","1","2017","2017","Male","M","White","2106-3",238,72519,328.2
,"1-4 years","1-4","1999","1999","Female","F","Black or African American","2054-5",13,73978,Unreliable
,"1-4 years","1-4","1999","1999","Female","F","White","2106-3",46,346388,13.3
,"1-4 years","1-4","1999","1999","Male","M","Black or African American","2054-5",26,76505,34.0
,"1-4 years","1-4","1999","1999","Male","M","White","2106-3",45,365309,12.3
,"1-4 years","1-4","2000","2000","Female","F","Black or African American","2054-5",12,73325,Unreliable
,"1-4 years","1-4","2000","2000","Female","F","White","2106-3",40,334627,12.0
,"1-4 years","1-4","2000","2000","Male","M","Black or African American","2054-5",26,76306,34.1
,"1-4 years","1-4","2000","2000","Male","M","White","2106-3",59,352775,16.7
,"1-4 years","1-4","2001","2001","Female","F","Black or African American","2054-5",18,69945,Unreliable
,"1-4 years","1-4","2001","2001","Female","F","White","2106-3",42,322160,13.0
,"1-4 years","1-4","2001","2001","Male","M","Black or African American","2054-5",24,72916,32.9
,"1-4 years","1-4","2001","2001","Male","M","White","2106-3",77,339556,22.7
,"1-4 years","1-4","2002","2002","Female","F","Black or African American","2054-5",13,68050,Unreliable
,"1-4 years","1-4","2002","2002","Female","F","White","2106-3",46,317689,14.5
,"1-4 years","1-4","2002","2002","Male","M","Black or African American","2054-5",20,70177,28.5
,"1-4 years","1-4","2002","2002","Male","M","White","2106-3",58,334942,17.3
,"1-4 years","1-4","2003","2003","Female","F","Black or African American","2054-5",23,66210,34.7
,"1-4 years","1-4","2003","2003","Female","F","White","2106-3",45,313442,14.4
,"1-4 years","1-4","2003","2003","Male","M","Black or African American","2054-5",18,68378,Unreliable
,"1-4 years","1-4","2003","2003","Male","M","White","2106-3",44,330964,13.3
,"1-4 years","1-4","2004","2004","Female","F","Black or African American","2054-5",13,64471,Unreliable
,"1-4 years","1-4","2004","2004","Female","F","White","2106-3",43,311053,13.8
,"1-4 years","1-4","2004","2004","Male","M","Black or African American","2054-5",24,66999,35.8
,"1-4 years","1-4","2004","2004","Male","M","White","2106-3",49,327052,15.0
,"1-4 years","1-4","2005","2005","Female","F","Black or African American","2054-5",17,62956,Unreliable
,"1-4 years","1-4","2005","2005","Female","F","White","2106-3",31,307852,10.1
,"1-4 years","1-4","2005","2005","Male","M","Black or African American","2054-5",14,65631,Unreliable
,"1-4 years","1-4","2005","2005","Male","M","White","2106-3",43,323659,13.3
,"1-4 years","1-4","2006","2006","Female","F","Black or African American","2054-5",11,61730,Unreliable
,"1-4 years","1-4","2006","2006","Female","F","White","2106-3",39,301817,12.9
,"1-4 years","1-4","2006","2006","Male","M","Black or African American","2054-5",16,64773,Unreliable
,"1-4 years","1-4","2006","2006","Male","M","White","2106-3",47,317178,14.8
,"1-4 years","1-4","2007","2007","Female","F","Black or African American","2054-5",22,60755,36.2
,"1-4 years","1-4","2007","2007","Female","F","White","2106-3",34,297244,11.4
,"1-4 years","1-4","2007","2007","Male","M","Black or African American","2054-5",10,64198,Unreliable
,"1-4 years","1-4","2007","2007","Male","M","White","2106-3",43,312254,13.8
,"1-4 years","1-4","2008","2008","Female","F","Black or African American","2054-5",19,61722,Unreliable
,"1-4 years","1-4","2008","2008","Female","F","White","2106-3",27,291837,9.3
,"1-4 years","1-4","2008","2008","Male","M","White","2106-3",43,307555,14.0
,"1-4 years","1-4","2009","2009","Female","F","Black or African American","2054-5",17,62545,Unreliable
,"1-4 years","1-4","2009","2009","Female","F","White","2106-3",34,286549,11.9
,"1-4 years","1-4","2009","2009","Male","M","Black or African American","2054-5",20,65114,30.7
,"1-4 years","1-4","2009","2009","Male","M","White","2106-3",41,301651,13.6
,"1-4 years","1-4","2010","2010","Female","F","Black or African American","2054-5",15,62411,Unreliable
,"1-4 years","1-4","2010","2010","Female","F","White","2106-3",32,280428,11.4
,"1-4 years","1-4","2010","2010","Male","M","White","2106-3",39,295603,13.2
,"1-4 years","1-4","2011","2011","Female","F","Black or African American","2054-5",10,62336,Unreliable
,"1-4 years","1-4","2011","2011","Female","F","White","2106-3",36,276392,13.0
,"1-4 years","1-4","2011","2011","Male","M","Black or African American","2054-5",12,64681,Unreliable
,"1-4 years","1-4","2011","2011","Male","M","White","2106-3",32,290336,11.0
,"1-4 years","1-4","2012","2012","Female","F","Black or African American","2054-5",12,61837,Unreliable
,"1-4 years","1-4","2012","2012","Female","F","White","2106-3",28,275307,10.2
,"1-4 years","1-4","2012","2012","Male","M","Black or African American","2054-5",16,64032,Unreliable
,"1-4 years","1-4","2012","2012","Male","M","White","2106-3",46,288639,15.9
,"1-4 years","1-4","2013","2013","Female","F","Black or African American","2054-5",12,61222,Unreliable
,"1-4 years","1-4","2013","2013","Female","F","White","2106-3",26,274995,9.5
,"1-4 years","1-4","2013","2013","Male","M","White","2106-3",34,288318,11.8
,"1-4 years","1-4","2014","2014","Female","F","White","2106-3",25,277095,9.0
,"1-4 years","1-4","2014","2014","Male","M","Black or African American","2054-5",18,63772,Unreliable
,"1-4 years","1-4","2014","2014","Male","M","White","2106-3",29,290990,10.0
,"1-4 years","1-4","2015","2015","Female","F","White","2106-3",33,278580,11.8
,"1-4 years","1-4","2015","2015","Male","M","Black or African American","2054-5",11,63760,Unreliable
,"1-4 years","1-4","2015","2015","Male","M","White","2106-3",42,292900,14.3
,"1-4 years","1-4","2016","2016","Female","F","Black or African American","2054-5",17,60604,Unreliable
,"1-4 years","1-4","2016","2016","Female","F","White","2106-3",39,276469,14.1
,"1-4 years","1-4","2016","2016","Male","M","Black or African American","2054-5",12,62836,Unreliable
,"1-4 years","1-4","2016","2016","Male","M","White","2106-3",39,290891,13.4
,"1-4 years","1-4","2017","2017","Female","F","White","2106-3",21,276655,7.6
,"1-4 years","1-4","2017","2017","Male","M","Black or African American","2054-5",12,62056,Unreliable
,"1-4 years","1-4","2017","2017","Male","M","White","2106-3",32,291353,11.0
,"5-9 years","5-9","1999","1999","Female","F","Black or African American","2054-5",19,110911,Unreliable
,"5-9 years","5-9","1999","1999","Female","F","White","2106-3",40,492238,8.1
,"5-9 years","5-9","1999","1999","Male","M","Black or African American","2054-5",16,114807,Unreliable
,"5-9 years","5-9","1999","1999","Male","M","White","2106-3",36,521065,6.9
,"5-9 years","5-9","2000","2000","Female","F","Black or African American","2054-5",14,106950,Unreliable
,"5-9 years","5-9","2000","2000","Female","F","White","2106-3",34,475739,7.1
,"5-9 years","5-9","2000","2000","Male","M","Black or African American","2054-5",15,110601,Unreliable
,"5-9 years","5-9","2000","2000","Male","M","White","2106-3",39,503536,7.7
,"5-9 years","5-9","2001","2001","Female","F","Black or African American","2054-5",15,102269,Unreliable
,"5-9 years","5-9","2001","2001","Female","F","White","2106-3",48,453097,10.6
,"5-9 years","5-9","2001","2001","Male","M","Black or African American","2054-5",10,105610,Unreliable
,"5-9 years","5-9","2001","2001","Male","M","White","2106-3",48,479793,10.0
,"5-9 years","5-9","2002","2002","Female","F","Black or African American","2054-5",12,98042,Unreliable
,"5-9 years","5-9","2002","2002","Female","F","White","2106-3",31,433108,7.2
,"5-9 years","5-9","2002","2002","Male","M","White","2106-3",36,458404,7.9
,"5-9 years","5-9","2003","2003","Female","F","White","2106-3",39,417002,9.4
,"5-9 years","5-9","2003","2003","Male","M","Black or African American","2054-5",14,97588,Unreliable
,"5-9 years","5-9","2003","2003","Male","M","White","2106-3",45,440589,10.2
,"5-9 years","5-9","2004","2004","Female","F","Black or African American","2054-5",15,90218,Unreliable
,"5-9 years","5-9","2004","2004","Female","F","White","2106-3",29,400787,7.2
,"5-9 years","5-9","2004","2004","Male","M","Black or African American","2054-5",12,93676,Unreliable
,"5-9 years","5-9","2004","2004","Male","M","White","2106-3",47,423931,11.1
,"5-9 years","5-9","2005","2005","Female","F","White","2106-3",27,384311,7.0
,"5-9 years","5-9","2005","2005","Male","M","White","2106-3",31,405589,7.6
,"5-9 years","5-9","2006","2006","Female","F","White","2106-3",16,371988,Unreliable
,"5-9 years","5-9","2006","2006","Male","M","White","2106-3",33,392905,8.4
,"5-9 years","5-9","2007","2007","Female","F","White","2106-3",24,362214,6.6
,"5-9 years","5-9","2007","2007","Male","M","Black or African American","2054-5",13,82409,Unreliable
,"5-9 years","5-9","2007","2007","Male","M","White","2106-3",27,382686,7.1
,"5-9 years","5-9","2008","2008","Female","F","White","2106-3",22,358906,6.1
,"5-9 years","5-9","2008","2008","Male","M","White","2106-3",26,378921,6.9
,"5-9 years","5-9","2009","2009","Female","F","White","2106-3",23,358768,6.4
,"5-9 years","5-9","2009","2009","Male","M","White","2106-3",27,378219,7.1
,"5-9 years","5-9","2010","2010","Female","F","White","2106-3",22,359428,6.1
,"5-9 years","5-9","2010","2010","Male","M","White","2106-3",21,378860,5.5
,"5-9 years","5-9","2011","2011","Female","F","White","2106-3",20,356581,5.6
,"5-9 years","5-9","2011","2011","Male","M","Black or African American","2054-5",11,80409,Unreliable
,"5-9 years","5-9","2011","2011","Male","M","White","2106-3",22,375854,5.9
,"5-9 years","5-9","2012","2012","Female","F","White","2106-3",15,355659,Unreliable
,"5-9 years","5-9","2012","2012","Male","M","White","2106-3",24,374630,6.4
,"5-9 years","5-9","2013","2013","Female","F","White","2106-3",20,353842,5.7
,"5-9 years","5-9","2013","2013","Male","M","White","2106-3",27,372847,7.2
,"5-9 years","5-9","2014","2014","Female","F","White","2106-3",27,348411,7.7
,"5-9 years","5-9","2014","2014","Male","M","White","2106-3",19,366889,Unreliable
,"5-9 years","5-9","2015","2015","Female","F","White","2106-3",19,343393,Unreliable
,"5-9 years","5-9","2015","2015","Male","M","Black or African American","2054-5",15,79339,Unreliable
,"5-9 years","5-9","2015","2015","Male","M","White","2106-3",25,361676,6.9
,"5-9 years","5-9","2016","2016","Female","F","White","2106-3",25,340751,7.3
,"5-9 years","5-9","2016","2016","Male","M","White","2106-3",26,359017,7.2
,"5-9 years","5-9","2017","2017","Female","F","White","2106-3",20,337407,5.9
,"5-9 years","5-9","2017","2017","Male","M","White","2106-3",18,354799,Unreliable
,"10-14 years","10-14","1999","1999","Female","F","Black or African American","2054-5",13,101939,Unreliable
,"10-14 years","10-14","1999","1999","Female","F","White","2106-3",39,487631,8.0
,"10-14 years","10-14","1999","1999","Male","M","Black or African American","2054-5",21,105081,20.0
,"10-14 years","10-14","1999","1999","Male","M","White","2106-3",55,513822,10.7
,"10-14 years","10-14","2000","2000","Female","F","Black or African American","2054-5",16,104650,Unreliable
,"10-14 years","10-14","2000","2000","Female","F","White","2106-3",45,494544,9.1
,"10-14 years","10-14","2000","2000","Male","M","Black or African American","2054-5",16,108059,Unreliable
,"10-14 years","10-14","2000","2000","Male","M","White","2106-3",64,521652,12.3
,"10-14 years","10-14","2001","2001","Female","F","White","2106-3",41,497402,8.2
,"10-14 years","10-14","2001","2001","Male","M","Black or African American","2054-5",18,111560,Unreliable
,"10-14 years","10-14","2001","2001","Male","M","White","2106-3",52,525356,9.9
,"10-14 years","10-14","2002","2002","Female","F","Black or African American","2054-5",15,109056,Unreliable
,"10-14 years","10-14","2002","2002","Female","F","White","2106-3",42,496407,8.5
,"10-14 years","10-14","2002","2002","Male","M","Black or African American","2054-5",20,113069,17.7
,"10-14 years","10-14","2002","2002","Male","M","White","2106-3",55,523807,10.5
,"10-14 years","10-14","2003","2003","Female","F","White","2106-3",43,489444,8.8
,"10-14 years","10-14","2003","2003","Male","M","Black or African American","2054-5",16,113365,Unreliable
,"10-14 years","10-14","2003","2003","Male","M","White","2106-3",47,516571,9.1
,"10-14 years","10-14","2004","2004","Female","F","Black or African American","2054-5",18,107433,Unreliable
,"10-14 years","10-14","2004","2004","Female","F","White","2106-3",27,477220,5.7
,"10-14 years","10-14","2004","2004","Male","M","Black or African American","2054-5",15,111960,Unreliable
,"10-14 years","10-14","2004","2004","Male","M","White","2106-3",49,504173,9.7
,"10-14 years","10-14","2005","2005","Female","F","Black or African American","2054-5",10,103868,Unreliable
,"10-14 years","10-14","2005","2005","Female","F","White","2106-3",30,457594,6.6
,"10-14 years","10-14","2005","2005","Male","M","Black or African American","2054-5",16,108407,Unreliable
,"10-14 years","10-14","2005","2005","Male","M","White","2106-3",32,483752,6.6
,"10-14 years","10-14","2006","2006","Female","F","Black or African American","2054-5",13,100306,Unreliable
,"10-14 years","10-14","2006","2006","Female","F","White","2106-3",30,438556,6.8
,"10-14 years","10-14","2006","2006","Male","M","Black or African American","2054-5",10,104160,Unreliable
,"10-14 years","10-14","2006","2006","Male","M","White","2106-3",34,463142,7.3
,"10-14 years","10-14","2007","2007","Female","F","White","2106-3",31,419259,7.4
,"10-14 years","10-14","2007","2007","Male","M","Black or African American","2054-5",11,100490,Unreliable
,"10-14 years","10-14","2007","2007","Male","M","White","2106-3",40,442629,9.0
,"10-14 years","10-14","2008","2008","Female","F","Black or African American","2054-5",14,92573,Unreliable
,"10-14 years","10-14","2008","2008","Female","F","White","2106-3",27,405224,6.7
,"10-14 years","10-14","2008","2008","Male","M","White","2106-3",29,427225,6.8
,"10-14 years","10-14","2009","2009","Female","F","Black or African American","2054-5",13,89153,Unreliable
,"10-14 years","10-14","2009","2009","Female","F","White","2106-3",27,392747,6.9
,"10-14 years","10-14","2009","2009","Male","M","White","2106-3",34,414522,8.2
,"10-14 years","10-14","2010","2010","Female","F","Black or African American","2054-5",13,86659,Unreliable
,"10-14 years","10-14","2010","2010","Female","F","White","2106-3",28,384963,7.3
,"10-14 years","10-14","2010","2010","Male","M","Black or African American","2054-5",17,90844,Unreliable
,"10-14 years","10-14","2010","2010","Male","M","White","2106-3",28,405837,6.9
,"10-14 years","10-14","2011","2011","Female","F","White","2106-3",21,376003,5.6
,"10-14 years","10-14","2011","2011","Male","M","White","2106-3",28,395452,7.1
,"10-14 years","10-14","2012","2012","Female","F","White","2106-3",28,368129,7.6
,"10-14 years","10-14","2012","2012","Male","M","Black or African American","2054-5",10,86255,Unreliable
,"10-14 years","10-14","2012","2012","Male","M","White","2106-3",20,388001,5.2
,"10-14 years","10-14","2013","2013","Female","F","Black or African American","2054-5",12,80314,Unreliable
,"10-14 years","10-14","2013","2013","Female","F","White","2106-3",15,363432,Unreliable
,"10-14 years","10-14","2013","2013","Male","M","White","2106-3",25,382902,6.5
,"10-14 years","10-14","2014","2014","Female","F","White","2106-3",19,359715,Unreliable
,"10-14 years","10-14","2014","2014","Male","M","White","2106-3",25,379054,6.6
,"10-14 years","10-14","2015","2015","Female","F","White","2106-3",31,356071,8.7
,"10-14 years","10-14","2015","2015","Male","M","Black or African American","2054-5",13,80513,Unreliable
,"10-14 years","10-14","2015","2015","Male","M","White","2106-3",17,374139,Unreliable
,"10-14 years","10-14","2016","2016","Female","F","White","2106-3",26,351824,7.4
,"10-14 years","10-14","2016","2016","Male","M","White","2106-3",24,370330,6.5
,"10-14 years","10-14","2017","2017","Female","F","White","2106-3",26,348419,7.5
,"10-14 years","10-14","2017","2017","Male","M","Black or African American","2054-5",10,79344,Unreliable
,"10-14 years","10-14","2017","2017","Male","M","White","2106-3",30,366654,8.2
,"15-19 years","15-19","1999","1999","Female","F","Black or African American","2054-5",17,87305,Unreliable
,"15-19 years","15-19","1999","1999","Female","F","White","2106-3",56,460217,12.2
,"15-19 years","15-19","1999","1999","Male","M","Black or African American","2054-5",26,93402,27.8
,"15-19 years","15-19","1999","1999","Male","M","White","2106-3",89,489162,18.2
,"15-19 years","15-19","2000","2000","Female","F","Black or African American","2054-5",16,88502,Unreliable
,"15-19 years","15-19","2000","2000","Female","F","White","2106-3",46,466773,9.9
,"15-19 years","15-19","2000","2000","Male","M","Black or African American","2054-5",34,94001,36.2
,"15-19 years","15-19","2000","2000","Male","M","White","2106-3",83,494783,16.8
,"15-19 years","15-19","2001","2001","Female","F","Black or African American","2054-5",14,90042,Unreliable
,"15-19 years","15-19","2001","2001","Female","F","White","2106-3",70,464605,15.1
,"15-19 years","15-19","2001","2001","Male","M","Black or African American","2054-5",26,96367,27.0
,"15-19 years","15-19","2001","2001","Male","M","White","2106-3",114,497684,22.9
,"15-19 years","15-19","2002","2002","Female","F","Black or African American","2054-5",18,91924,Unreliable
,"15-19 years","15-19","2002","2002","Female","F","White","2106-3",53,467002,11.3
,"15-19 years","15-19","2002","2002","Male","M","Black or African American","2054-5",24,98099,24.5
,"15-19 years","15-19","2002","2002","Male","M","White","2106-3",83,500237,16.6
,"15-19 years","15-19","2003","2003","Female","F","Black or African American","2054-5",18,94857,Unreliable
,"15-19 years","15-19","2003","2003","Female","F","White","2106-3",56,470105,11.9
,"15-19 years","15-19","2003","2003","Male","M","Black or African American","2054-5",23,100149,23.0
,"15-19 years","15-19","2003","2003","Male","M","White","2106-3",97,500961,19.4
,"15-19 years","15-19","2004","2004","Female","F","Black or African American","2054-5",15,97979,Unreliable
,"15-19 years","15-19","2004","2004","Female","F","White","2106-3",48,473425,10.1
,"15-19 years","15-19","2004","2004","Male","M","Black or African American","2054-5",28,103174,27.1
,"15-19 years","15-19","2004","2004","Male","M","White","2106-3",78,504795,15.5
,"15-19 years","15-19","2005","2005","Female","F","Black or African American","2054-5",20,101064,19.8
,"15-19 years","15-19","2005","2005","Female","F","White","2106-3",55,475448,11.6
,"15-19 years","15-19","2005","2005","Male","M","Black or African American","2054-5",33,106619,31.0
,"15-19 years","15-19","2005","2005","Male","M","White","2106-3",84,508232,16.5
,"15-19 years","15-19","2006","2006","Female","F","Black or African American","2054-5",22,102755,21.4
,"15-19 years","15-19","2006","2006","Female","F","White","2106-3",46,474367,9.7
,"15-19 years","15-19","2006","2006","Male","M","Black or African American","2054-5",27,108841,24.8
,"15-19 years","15-19","2006","2006","Male","M","White","2106-3",71,507695,14.0
,"15-19 years","15-19","2007","2007","Female","F","Black or African American","2054-5",15,103723,Unreliable
,"15-19 years","15-19","2007","2007","Female","F","White","2106-3",56,469801,11.9
,"15-19 years","15-19","2007","2007","Male","M","Black or African American","2054-5",21,109683,19.1
,"15-19 years","15-19","2007","2007","Male","M","White","2106-3",68,503109,13.5
,"15-19 years","15-19","2008","2008","Female","F","Black or African American","2054-5",17,103605,Unreliable
,"15-19 years","15-19","2008","2008","Female","F","White","2106-3",40,460223,8.7
,"15-19 years","15-19","2008","2008","Male","M","Black or African American","2054-5",29,109493,26.5
,"15-19 years","15-19","2008","2008","Male","M","White","2106-3",66,493734,13.4
,"15-19 years","15-19","2009","2009","Female","F","Black or African American","2054-5",11,102253,Unreliable
,"15-19 years","15-19","2009","2009","Female","F","White","2106-3",47,447543,10.5
,"15-19 years","15-19","2009","2009","Male","M","Black or African American","2054-5",21,108147,19.4
,"15-19 years","15-19","2009","2009","Male","M","White","2106-3",78,481070,16.2
,"15-19 years","15-19","2010","2010","Female","F","Black or African American","2054-5",14,100376,Unreliable
,"15-19 years","15-19","2010","2010","Female","F","White","2106-3",38,435743,8.7
,"15-19 years","15-19","2010","2010","Male","M","Black or African American","2054-5",19,106021,Unreliable
,"15-19 years","15-19","2010","2010","Male","M","White","2106-3",57,466650,12.2
,"15-19 years","15-19","2011","2011","Female","F","Black or African American","2054-5",22,95553,23.0
,"15-19 years","15-19","2011","2011","Female","F","White","2106-3",35,412410,8.5
,"15-19 years","15-19","2011","2011","Male","M","Black or African American","2054-5",15,101802,Unreliable
,"15-19 years","15-19","2011","2011","Male","M","White","2106-3",67,444469,15.1
,"15-19 years","15-19","2012","2012","Female","F","Black or African American","2054-5",17,92606,Unreliable
,"15-19 years","15-19","2012","2012","Female","F","White","2106-3",32,403650,7.9
,"15-19 years","15-19","2012","2012","Male","M","Black or African American","2054-5",27,98285,27.5
,"15-19 years","15-19","2012","2012","Male","M","White","2106-3",63,433209,14.5
,"15-19 years","15-19","2013","2013","Female","F","Black or African American","2054-5",16,89645,Unreliable
,"15-19 years","15-19","2013","2013","Female","F","White","2106-3",41,392948,10.4
,"15-19 years","15-19","2013","2013","Male","M","Black or African American","2054-5",20,94980,21.1
,"15-19 years","15-19","2013","2013","Male","M","White","2106-3",61,420409,14.5
,"15-19 years","15-19","2014","2014","Female","F","Black or African American","2054-5",10,87056,Unreliable
,"15-19 years","15-19","2014","2014","Female","F","White","2106-3",38,384771,9.9
,"15-19 years","15-19","2014","2014","Male","M","Black or African American","2054-5",14,92466,Unreliable
,"15-19 years","15-19","2014","2014","Male","M","White","2106-3",45,410174,11.0
,"15-19 years","15-19","2015","2015","Female","F","Black or African American","2054-5",10,84604,Unreliable
,"15-19 years","15-19","2015","2015","Female","F","White","2106-3",32,377612,8.5
,"15-19 years","15-19","2015","2015","Male","M","Black or African American","2054-5",15,90107,Unreliable
,"15-19 years","15-19","2015","2015","Male","M","White","2106-3",43,402461,10.7
,"15-19 years","15-19","2016","2016","Female","F","Black or African American","2054-5",16,82840,Unreliable
,"15-19 years","15-19","2016","2016","Female","F","White","2106-3",29,371459,7.8
,"15-19 years","15-19","2016","2016","Male","M","White","2106-3",53,394080,13.4
,"15-19 years","15-19","2017","2017","Female","F","Black or African American","2054-5",11,81156,Unreliable
,"15-19 years","15-19","2017","2017","Female","F","White","2106-3",20,364046,5.5
,"15-19 years","15-19","2017","2017","Male","M","Black or African American","2054-5",19,85555,Unreliable
,"15-19 years","15-19","2017","2017","Male","M","White","2106-3",40,385714,10.4
,"20-24 years","20-24","1999","1999","Female","F","Black or African American","2054-5",24,76684,31.3
,"20-24 years","20-24","1999","1999","Female","F","White","2106-3",84,414223,20.3
,"20-24 years","20-24","1999","1999","Male","M","Black or African American","2054-5",33,79726,41.4
,"20-24 years","20-24","1999","1999","Male","M","White","2106-3",97,445516,21.8
,"20-24 years","20-24","2000","2000","Female","F","Black or African American","2054-5",31,79386,39.0
,"20-24 years","20-24","2000","2000","Female","F","White","2106-3",76,428446,17.7
