"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"40-44 years","40-44","2021","2021","Male","M",83,551409,15.1
,"40-44 years","40-44","2022","2022","Female","F",14,518027,Unreliable
,"40-44 years","40-44","2022","2022","Male","M",88,555938,15.8
,"40-44 years","40-44","2023 ","2023","Male","M",81,558627,14.5
,"45-49 years","45-49","2018","2018","Female","F",13,494329,Unreliable
,"45-49 years","45-49","2018","2018","Male","M",68,498377,13.6
,"45-49 years","45-49","2019","2019","Female","F",18,493191,Unreliable
,"45-49 years","45-49","2019","2019","Male","M",57,494664,11.5
,"45-49 years","45-49","2020","2020","Female","F",10,491041,Unreliable
,"45-49 years","45-49","2020","2020","Male","M",53,489706,10.8
,"45-49 years","45-49","2021","2021","Male","M",67,502200,13.3
,"45-49 years","45-49","2022","2022","Female","F",20,487419,4.1
,"45-49 years","45-49","2022","2022","Male","M",59,503199,11.7
,"45-49 years","45-49","2023 ","2023","Female","F",16,490316,Unreliable
,"45-49 years","45-49","2023 ","2023","Male","M",65,501588,13.0
,"50-54 years","50-54","2018","2018","Female","F",12,435943,Unreliable
,"50-54 years","50-54","2018","2018","Male","M",58,445752,13.0
,"50-54 years","50-54","2019","2019","Female","F",17,438347,Unreliable
,"50-54 years","50-54","2019","2019","Male","M",52,449680,11.6
,"50-54 years","50-54","2020","2020","Female","F",12,444391,Unreliable
,"50-54 years","50-54","2020","2020","Male","M",43,455565,9.4
,"50-54 years","50-54","2021","2021","Female","F",10,456603,Unreliable
,"50-54 years","50-54","2021","2021","Male","M",58,476484,12.2
,"50-54 years","50-54","2022","2022","Male","M",69,478487,14.4
,"50-54 years","50-54","2023 ","2023","Female","F",14,465500,Unreliable
,"50-54 years","50-54","2023 ","2023","Male","M",58,474146,12.2
,"55-59 years","55-59","2018","2018","Female","F",12,376352,Unreliable
,"55-59 years","55-59","2018","2018","Male","M",59,366539,16.1
,"55-59 years","55-59","2019","2019","Female","F",17,384705,Unreliable
,"55-59 years","55-59","2019","2019","Male","M",40,376619,10.6
,"55-59 years","55-59","2020","2020","Male","M",36,383763,9.4
,"55-59 years","55-59","2021","2021","Female","F",14,400028,Unreliable
,"55-59 years","55-59","2021","2021","Male","M",32,407263,7.9
,"55-59 years","55-59","2022","2022","Male","M",40,412277,9.7
,"55-59 years","55-59","2023 ","2023","Male","M",52,420858,12.4
,"60-64 years ","60-64","2018","2018","Female","F",20,303263,6.6
,"60-64 years ","60-64","2018","2018","Male","M",26,278571,9.3
,"60-64 years ","60-64","2019","2019","Male","M",32,289491,11.1
,"60-64 years ","60-64","2020","2020","Male","M",21,301700,7.0
,"60-64 years ","60-64","2021","2021","Male","M",40,321068,12.5
,"60-64 years ","60-64","2022","2022","Male","M",41,328304,12.5
,"60-64 years ","60-64","2023 ","2023","Male","M",39,339723,11.5
,"65-69 years","65-69","2018","2018","Male","M",18,192036,Unreliable
,"65-69 years","65-69","2019","2019","Male","M",16,201439,Unreliable
,"65-69 years","65-69","2020","2020","Male","M",21,212589,9.9
,"65-69 years","65-69","2021","2021","Male","M",21,229428,9.2
,"65-69 years","65-69","2022","2022","Male","M",21,237510,8.8
,"65-69 years","65-69","2023 ","2023","Male","M",23,250182,9.2
,"70-74 years","70-74","2018","2018","Male","M",15,127658,Unreliable
,"70-74 years","70-74","2019","2019","Male","M",19,135824,Unreliable
,"70-74 years","70-74","2021","2021","Male","M",17,154013,Unreliable
,"70-74 years","70-74","2022","2022","Male","M",11,157772,Unreliable
,"70-74 years","70-74","2023 ","2023","Male","M",12,166984,Unreliable
,"75-79 years","75-79","2021","2021","Male","M",10,90273,Unreliable
,"75-79 years","75-79","2023 ","2023","Male","M",18,105001,Unreliable
,"80-84 years","80-84","2022","2022","Male","M",13,57219,Unreliable
"---"
"Dataset: Multiple Cause of Death, 2018-2023, Single Race"
"Query Parameters:"
"Hispanic Origin: Hispanic or Latino"
"States: California (06)"
"UCD - ICD-10 Codes: X60-X84 (Intentional self-harm)"
"Group By: Five-Year Age Groups; Year; Sex"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-expanded.html for more information."
"---"
"Query Date: Jan 28, 2026 8:05:41 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2023 on CDC WONDER Online Database, released in 2024. Data are from the Multiple Cause of Death Files,"
"2018-2023, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10-expanded.html on Jan 28, 2026 8:05:41 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Ages 85-100."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Not Stated."
"5. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Not Stated."
"6. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Racial Differences."
"7. The population figures for years 2023 are single-race estimates of the July 1 resident population, from the Vintage 2023"
"postcensal series released by the Census Bureau on June 27, 2024. The 2023 series is based on the Modified Blended Base produced"
"by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of the blend"
"of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data"
"from the internal Census Edited File (CEF). The population figures for years 2022 are single-race estimates of the July 1"
"resident population, from the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023. The 2022 series is"
"based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The"
"Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic"
"Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The population figures for year 2021 are"
"single-race estimates of the July 1 resident population, based on the Blended Base produced by the US Census Bureau in lieu of"
"the April 1, 2020 decennial population count, from the Vintage 2021 postcensal series released by the Census Bureau on June 30,"
"2022. The population figures for year 2020 are single-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series based on April 2010 Census, released by the Census Bureau on July 27, 2021. The population figures for year"
"2019 are single-race estimates of the July 1 resident population, from the Vintage 2019 postcensal series based on April 2010"
"Census, released by the Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the"
"July 1 resident population, from the Vintage 2018 postcensal series based on April 2010 Census, released by the Census Bureau on"
"June 20, 2019. More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Population Data."
"8. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Age"
"Group."
"9. The U.S. - Mexico Border Regions distinguish between counties near the U.S. - Mexico border in the border states of Arizona,"
"California, New Mexico, and Texas, and other areas. To simplify the Border region analysis, two mutually exclusive regions"
"within the United States are available: 1) U.S. - Mexico Border Region (i.e., 44 counties within 100 kilometers (62 miles) of"
"the U.S. - Mexico border), and 2) the U.S. Non-Border Region with the remaining counties of the selected four border states. The"
"Border counties selection was based on the 1983 La Paz Agreement:"
"https://www.epa.gov/sites/production/files/2015-09/documents/lapazagreement.pdf.. (i.e., counties for each state which fall"
"within 100 kilometers of the Border). Statistics are also available by each of the USA border counties along the U.S.-Mexico"
"area."
"10. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
