"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Year","Year Code","Sex","Sex Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate
,"1-4 years","1-4","2022","2022","Male","M","Black or African American","2054-5",12,43744,Unreliable
,"1-4 years","1-4","2022","2022","Male","M","White","2106-3",44,212801,20.7
,"1-4 years","1-4","2023 ","2023","Female","F","Black or African American","2054-5",20,42572,47.0
,"1-4 years","1-4","2023 ","2023","Female","F","White","2106-3",48,197918,24.3
,"1-4 years","1-4","2023 ","2023","Male","M","Black or African American","2054-5",27,43883,61.5
,"1-4 years","1-4","2023 ","2023","Male","M","White","2106-3",55,208948,26.3
,"5-9 years","5-9","2018","2018","Female","F","White","2106-3",16,303197,Unreliable
,"5-9 years","5-9","2018","2018","Male","M","White","2106-3",25,319095,7.8
,"5-9 years","5-9","2019","2019","Female","F","Black or African American","2054-5",13,62122,Unreliable
,"5-9 years","5-9","2019","2019","Female","F","White","2106-3",22,305193,7.2
,"5-9 years","5-9","2019","2019","Male","M","Black or African American","2054-5",13,64072,Unreliable
,"5-9 years","5-9","2019","2019","Male","M","White","2106-3",27,321342,8.4
,"5-9 years","5-9","2020","2020","Female","F","Black or African American","2054-5",17,60107,Unreliable
,"5-9 years","5-9","2020","2020","Female","F","White","2106-3",19,293105,Unreliable
,"5-9 years","5-9","2020","2020","Male","M","Black or African American","2054-5",14,62411,Unreliable
,"5-9 years","5-9","2020","2020","Male","M","White","2106-3",26,308892,8.4
,"5-9 years","5-9","2021","2021","Female","F","Black or African American","2054-5",14,58424,Unreliable
,"5-9 years","5-9","2021","2021","Female","F","White","2106-3",20,285850,7.0
,"5-9 years","5-9","2021","2021","Male","M","Black or African American","2054-5",15,60582,Unreliable
,"5-9 years","5-9","2021","2021","Male","M","White","2106-3",26,301597,8.6
,"5-9 years","5-9","2022","2022","Female","F","Black or African American","2054-5",14,56187,Unreliable
,"5-9 years","5-9","2022","2022","Female","F","White","2106-3",22,273334,8.0
,"5-9 years","5-9","2022","2022","Male","M","White","2106-3",25,288974,8.7
,"5-9 years","5-9","2023 ","2023","Female","F","White","2106-3",29,268837,10.8
,"5-9 years","5-9","2023 ","2023","Male","M","Black or African American","2054-5",12,57663,Unreliable
,"5-9 years","5-9","2023 ","2023","Male","M","White","2106-3",26,284209,9.1
,"10-14 years","10-14","2018","2018","Female","F","Black or African American","2054-5",11,63048,Unreliable
,"10-14 years","10-14","2018","2018","Female","F","White","2106-3",35,314135,11.1
,"10-14 years","10-14","2018","2018","Male","M","Black or African American","2054-5",17,65700,Unreliable
,"10-14 years","10-14","2018","2018","Male","M","White","2106-3",42,332073,12.6
,"10-14 years","10-14","2019","2019","Female","F","White","2106-3",29,306002,9.5
,"10-14 years","10-14","2019","2019","Male","M","Black or African American","2054-5",11,64768,Unreliable
,"10-14 years","10-14","2019","2019","Male","M","White","2106-3",49,323170,15.2
,"10-14 years","10-14","2020","2020","Female","F","Black or African American","2054-5",11,62071,Unreliable
,"10-14 years","10-14","2020","2020","Female","F","White","2106-3",23,297752,7.7
,"10-14 years","10-14","2020","2020","Male","M","Black or African American","2054-5",19,63758,Unreliable
,"10-14 years","10-14","2020","2020","Male","M","White","2106-3",51,314734,16.2
,"10-14 years","10-14","2021","2021","Female","F","Black or African American","2054-5",15,63678,Unreliable
,"10-14 years","10-14","2021","2021","Female","F","White","2106-3",38,298405,12.7
,"10-14 years","10-14","2021","2021","Male","M","Black or African American","2054-5",20,66058,30.3
,"10-14 years","10-14","2021","2021","Male","M","White","2106-3",38,317135,12.0
,"10-14 years","10-14","2022","2022","Female","F","White","2106-3",29,283547,10.2
,"10-14 years","10-14","2022","2022","Male","M","Black or African American","2054-5",15,63410,Unreliable
,"10-14 years","10-14","2022","2022","Male","M","White","2106-3",43,301325,14.3
,"10-14 years","10-14","2023 ","2023","Female","F","Black or African American","2054-5",14,60559,Unreliable
,"10-14 years","10-14","2023 ","2023","Female","F","White","2106-3",38,278418,13.6
,"10-14 years","10-14","2023 ","2023","Male","M","Black or African American","2054-5",20,62569,32.0
,"10-14 years","10-14","2023 ","2023","Male","M","White","2106-3",35,295015,11.9
,"15-19 years","15-19","2018","2018","Female","F","Black or African American","2054-5",26,66939,38.8
,"15-19 years","15-19","2018","2018","Female","F","White","2106-3",91,332554,27.4
,"15-19 years","15-19","2018","2018","Male","M","Black or African American","2054-5",62,70875,87.5
,"15-19 years","15-19","2018","2018","Male","M","White","2106-3",180,353475,50.9
,"15-19 years","15-19","2019","2019","Female","F","Black or African American","2054-5",28,65164,43.0
,"15-19 years","15-19","2019","2019","Female","F","White","2106-3",75,327069,22.9
,"15-19 years","15-19","2019","2019","Male","M","Black or African American","2054-5",81,69104,117.2
,"15-19 years","15-19","2019","2019","Male","M","White","2106-3",162,347755,46.6
,"15-19 years","15-19","2020","2020","Female","F","Black or African American","2054-5",37,62884,58.8
,"15-19 years","15-19","2020","2020","Female","F","White","2106-3",105,320038,32.8
,"15-19 years","15-19","2020","2020","Male","M","Black or African American","2054-5",122,66920,182.3
,"15-19 years","15-19","2020","2020","Male","M","White","2106-3",216,340126,63.5
,"15-19 years","15-19","2021","2021","Female","F","Black or African American","2054-5",29,63172,45.9
,"15-19 years","15-19","2021","2021","Female","F","White","2106-3",107,320619,33.4
,"15-19 years","15-19","2021","2021","Male","M","Black or African American","2054-5",110,67534,162.9
,"15-19 years","15-19","2021","2021","Male","M","White","2106-3",197,341725,57.6
,"15-19 years","15-19","2022","2022","Female","F","Black or African American","2054-5",38,62061,61.2
,"15-19 years","15-19","2022","2022","Female","F","White","2106-3",82,312621,26.2
,"15-19 years","15-19","2022","2022","Male","M","Black or African American","2054-5",88,65586,134.2
,"15-19 years","15-19","2022","2022","Male","M","White","2106-3",172,334897,51.4
,"15-19 years","15-19","2023 ","2023","Female","F","Black or African American","2054-5",35,63609,55.0
,"15-19 years","15-19","2023 ","2023","Female","F","White","2106-3",81,312728,25.9
,"15-19 years","15-19","2023 ","2023","Male","M","Black or African American","2054-5",91,66353,137.1
,"15-19 years","15-19","2023 ","2023","Male","M","White","2106-3",202,333149,60.6
,"20-24 years","20-24","2018","2018","Female","F","Black or African American","2054-5",49,76115,64.4
,"20-24 years","20-24","2018","2018","Female","F","White","2106-3",179,368061,48.6
,"20-24 years","20-24","2018","2018","Male","M","Black or African American","2054-5",173,85191,203.1
,"20-24 years","20-24","2018","2018","Male","M","White","2106-3",388,407641,95.2
,"20-24 years","20-24","2019","2019","Female","F","Black or African American","2054-5",59,73399,80.4
,"20-24 years","20-24","2019","2019","Female","F","White","2106-3",151,356232,42.4
,"20-24 years","20-24","2019","2019","Male","M","Black or African American","2054-5",153,81875,186.9
,"20-24 years","20-24","2019","2019","Male","M","White","2106-3",402,392288,102.5
,"20-24 years","20-24","2020","2020","Female","F","Black or African American","2054-5",92,71228,129.2
,"20-24 years","20-24","2020","2020","Female","F","White","2106-3",152,344751,44.1
,"20-24 years","20-24","2020","2020","Male","M","Black or African American","2054-5",233,79239,294.0
,"20-24 years","20-24","2020","2020","Male","M","White","2106-3",472,379665,124.3
,"20-24 years","20-24","2021","2021","Female","F","Black or African American","2054-5",73,68925,105.9
,"20-24 years","20-24","2021","2021","Female","F","White","2106-3",155,330416,46.9
,"20-24 years","20-24","2021","2021","Male","M","Black or African American","2054-5",263,76488,343.8
,"20-24 years","20-24","2021","2021","Male","M","White","2106-3",476,362140,131.4
,"20-24 years","20-24","2022","2022","Female","F","Black or African American","2054-5",62,70164,88.4
,"20-24 years","20-24","2022","2022","Female","F","White","2106-3",150,337528,44.4
,"20-24 years","20-24","2022","2022","Male","M","Black or African American","2054-5",208,77209,269.4
,"20-24 years","20-24","2022","2022","Male","M","White","2106-3",377,372447,101.2
,"20-24 years","20-24","2023 ","2023","Female","F","Black or African American","2054-5",53,65975,80.3
,"20-24 years","20-24","2023 ","2023","Female","F","White","2106-3",128,319974,40.0
,"20-24 years","20-24","2023 ","2023","Male","M","Black or African American","2054-5",162,71851,225.5
,"20-24 years","20-24","2023 ","2023","Male","M","White","2106-3",386,351929,109.7
,"25-29 years","25-29","2018","2018","Female","F","Black or African American","2054-5",88,93554,94.1
,"25-29 years","25-29","2018","2018","Female","F","White","2106-3",228,474286,48.1
,"25-29 years","25-29","2018","2018","Male","M","Black or African American","2054-5",210,104888,200.2
,"25-29 years","25-29","2018","2018","Male","M","White","2106-3",642,518092,123.9
,"25-29 years","25-29","2019","2019","Female","F","Black or African American","2054-5",65,92499,70.3
,"25-29 years","25-29","2019","2019","Female","F","White","2106-3",205,456979,44.9
,"25-29 years","25-29","2019","2019","Male","M","Black or African American","2054-5",245,105178,232.9
,"25-29 years","25-29","2019","2019","Male","M","White","2106-3",679,500960,135.5
,"25-29 years","25-29","2020","2020","Female","F","Black or African American","2054-5",115,89394,128.6
,"25-29 years","25-29","2020","2020","Female","F","White","2106-3",298,431708,69.0
,"25-29 years","25-29","2020","2020","Male","M","Black or African American","2054-5",336,103066,326.0
,"25-29 years","25-29","2020","2020","Male","M","White","2106-3",732,475292,154.0
,"25-29 years","25-29","2021","2021","Female","F","Black or African American","2054-5",133,83591,159.1
,"25-29 years","25-29","2021","2021","Female","F","White","2106-3",272,396428,68.6
,"25-29 years","25-29","2021","2021","Male","M","Black or African American","2054-5",354,95000,372.6
,"25-29 years","25-29","2021","2021","Male","M","White","2106-3",811,429734,188.7
,"25-29 years","25-29","2022","2022","Female","F","Black or African American","2054-5",107,79299,134.9
,"25-29 years","25-29","2022","2022","Female","F","White","2106-3",252,375246,67.2
,"25-29 years","25-29","2022","2022","Male","M","Black or African American","2054-5",325,90164,360.5
,"25-29 years","25-29","2022","2022","Male","M","White","2106-3",701,409406,171.2
,"25-29 years","25-29","2023 ","2023","Female","F","Black or African American","2054-5",103,77221,133.4
,"25-29 years","25-29","2023 ","2023","Female","F","White","2106-3",216,363582,59.4
,"25-29 years","25-29","2023 ","2023","Male","M","Black or African American","2054-5",234,85848,272.6
,"25-29 years","25-29","2023 ","2023","Male","M","White","2106-3",620,388327,159.7
,"30-34 years","30-34","2018","2018","Female","F","Black or African American","2054-5",105,80245,130.8
,"30-34 years","30-34","2018","2018","Female","F","White","2106-3",344,472481,72.8
,"30-34 years","30-34","2018","2018","Male","M","Black or African American","2054-5",211,88321,238.9
,"30-34 years","30-34","2018","2018","Male","M","White","2106-3",763,514820,148.2
,"30-34 years","30-34","2019","2019","Female","F","Black or African American","2054-5",113,83738,134.9
,"30-34 years","30-34","2019","2019","Female","F","White","2106-3",364,474707,76.7
,"30-34 years","30-34","2019","2019","Male","M","Black or African American","2054-5",245,93328,262.5
,"30-34 years","30-34","2019","2019","Male","M","White","2106-3",773,516620,149.6
,"30-34 years","30-34","2020","2020","Female","F","Black or African American","2054-5",148,86981,170.2
,"30-34 years","30-34","2020","2020","Female","F","White","2106-3",417,476339,87.5
,"30-34 years","30-34","2020","2020","Male","M","Black or African American","2054-5",316,98085,322.2
,"30-34 years","30-34","2020","2020","Male","M","White","2106-3",1053,518781,203.0
,"30-34 years","30-34","2021","2021","Female","F","Black or African American","2054-5",153,88876,172.1
,"30-34 years","30-34","2021","2021","Female","F","White","2106-3",441,464109,95.0
,"30-34 years","30-34","2021","2021","Male","M","Black or African American","2054-5",447,100699,443.9
,"30-34 years","30-34","2021","2021","Male","M","White","2106-3",1185,502165,236.0
,"30-34 years","30-34","2022","2022","Female","F","Black or African American","2054-5",159,89199,178.3
,"30-34 years","30-34","2022","2022","Female","F","White","2106-3",410,445221,92.1
,"30-34 years","30-34","2022","2022","Male","M","Black or African American","2054-5",401,101692,394.3
,"30-34 years","30-34","2022","2022","Male","M","White","2106-3",1148,487025,235.7
,"30-34 years","30-34","2023 ","2023","Female","F","Black or African American","2054-5",154,90222,170.7
,"30-34 years","30-34","2023 ","2023","Female","F","White","2106-3",363,433728,83.7
,"30-34 years","30-34","2023 ","2023","Male","M","Black or African American","2054-5",373,101673,366.9
,"30-34 years","30-34","2023 ","2023","Male","M","White","2106-3",975,468693,208.0
,"35-39 years","35-39","2018","2018","Female","F","Black or African American","2054-5",159,73076,217.6
,"35-39 years","35-39","2018","2018","Female","F","White","2106-3",461,446983,103.1
,"35-39 years","35-39","2018","2018","Male","M","Black or African American","2054-5",238,77662,306.5
,"35-39 years","35-39","2018","2018","Male","M","White","2106-3",877,485131,180.8
,"35-39 years","35-39","2019","2019","Female","F","Black or African American","2054-5",139,73247,189.8
,"35-39 years","35-39","2019","2019","Female","F","White","2106-3",458,449820,101.8
,"35-39 years","35-39","2019","2019","Male","M","Black or African American","2054-5",277,79200,349.7
,"35-39 years","35-39","2019","2019","Male","M","White","2106-3",927,489050,189.6
,"35-39 years","35-39","2020","2020","Female","F","Black or African American","2054-5",183,73352,249.5
,"35-39 years","35-39","2020","2020","Female","F","White","2106-3",535,449175,119.1
,"35-39 years","35-39","2020","2020","Male","M","Black or African American","2054-5",397,80210,495.0
,"35-39 years","35-39","2020","2020","Male","M","White","2106-3",1080,488208,221.2
,"35-39 years","35-39","2021","2021","Female","F","Black or African American","2054-5",209,74552,280.3
,"35-39 years","35-39","2021","2021","Female","F","White","2106-3",624,445647,140.0
,"35-39 years","35-39","2021","2021","Male","M","Black or African American","2054-5",464,83313,556.9
,"35-39 years","35-39","2021","2021","Male","M","White","2106-3",1285,491165,261.6
,"35-39 years","35-39","2022","2022","Female","F","Black or African American","2054-5",200,74759,267.5
,"35-39 years","35-39","2022","2022","Female","F","White","2106-3",502,432838,116.0
,"35-39 years","35-39","2022","2022","Male","M","Black or African American","2054-5",382,83777,456.0
,"35-39 years","35-39","2022","2022","Male","M","White","2106-3",1208,481734,250.8
,"35-39 years","35-39","2023 ","2023","Female","F","Black or African American","2054-5",171,77341,221.1
,"35-39 years","35-39","2023 ","2023","Female","F","White","2106-3",490,433414,113.1
,"35-39 years","35-39","2023 ","2023","Male","M","Black or African American","2054-5",399,86069,463.6
,"35-39 years","35-39","2023 ","2023","Male","M","White","2106-3",1132,475395,238.1
,"40-44 years","40-44","2018","2018","Female","F","Black or African American","2054-5",179,67191,266.4
,"40-44 years","40-44","2018","2018","Female","F","White","2106-3",492,397166,123.9
,"40-44 years","40-44","2018","2018","Male","M","Black or African American","2054-5",287,68201,420.8
,"40-44 years","40-44","2018","2018","Male","M","White","2106-3",920,426328,215.8
,"40-44 years","40-44","2019","2019","Female","F","Black or African American","2054-5",191,67710,282.1
,"40-44 years","40-44","2019","2019","Female","F","White","2106-3",524,398846,131.4
,"40-44 years","40-44","2019","2019","Male","M","Black or African American","2054-5",302,69485,434.6
,"40-44 years","40-44","2019","2019","Male","M","White","2106-3",959,429067,223.5
,"40-44 years","40-44","2020","2020","Female","F","Black or African American","2054-5",199,68901,288.8
,"40-44 years","40-44","2020","2020","Female","F","White","2106-3",655,403014,162.5
,"40-44 years","40-44","2020","2020","Male","M","Black or African American","2054-5",427,71452,597.6
,"40-44 years","40-44","2020","2020","Male","M","White","2106-3",1215,433931,280.0
,"40-44 years","40-44","2021","2021","Female","F","Black or African American","2054-5",273,69690,391.7
,"40-44 years","40-44","2021","2021","Female","F","White","2106-3",757,409177,185.0
,"40-44 years","40-44","2021","2021","Male","M","Black or African American","2054-5",465,74723,622.3
,"40-44 years","40-44","2021","2021","Male","M","White","2106-3",1488,448488,331.8
,"40-44 years","40-44","2022","2022","Female","F","Black or African American","2054-5",257,69405,370.3
,"40-44 years","40-44","2022","2022","Female","F","White","2106-3",615,406619,151.2
,"40-44 years","40-44","2022","2022","Male","M","Black or African American","2054-5",419,75169,557.4
,"40-44 years","40-44","2022","2022","Male","M","White","2106-3",1376,450986,305.1
,"40-44 years","40-44","2023 ","2023","Female","F","Black or African American","2054-5",244,70080,348.2
,"40-44 years","40-44","2023 ","2023","Female","F","White","2106-3",652,413653,157.6
,"40-44 years","40-44","2023 ","2023","Male","M","Black or African American","2054-5",417,76542,544.8
,"40-44 years","40-44","2023 ","2023","Male","M","White","2106-3",1362,454426,299.7
,"45-49 years","45-49","2018","2018","Female","F","Black or African American","2054-5",269,72381,371.6
,"45-49 years","45-49","2018","2018","Female","F","White","2106-3",1006,453183,222.0
,"45-49 years","45-49","2018","2018","Male","M","Black or African American","2054-5",397,73019,543.7
,"45-49 years","45-49","2018","2018","Male","M","White","2106-3",1571,476424,329.7
,"45-49 years","45-49","2019","2019","Female","F","Black or African American","2054-5",263,69952,376.0
,"45-49 years","45-49","2019","2019","Female","F","White","2106-3",909,429578,211.6
,"45-49 years","45-49","2019","2019","Male","M","Black or African American","2054-5",399,70689,564.4
,"45-49 years","45-49","2019","2019","Male","M","White","2106-3",1507,454600,331.5
,"45-49 years","45-49","2020","2020","Female","F","Black or African American","2054-5",323,67070,481.6
,"45-49 years","45-49","2020","2020","Female","F","White","2106-3",949,404856,234.4
,"45-49 years","45-49","2020","2020","Male","M","Black or African American","2054-5",548,68277,802.6
,"45-49 years","45-49","2020","2020","Male","M","White","2106-3",1567,430735,363.8
,"45-49 years","45-49","2021","2021","Female","F","Black or African American","2054-5",312,64950,480.4
,"45-49 years","45-49","2021","2021","Female","F","White","2106-3",1010,383097,263.6
,"45-49 years","45-49","2021","2021","Male","M","Black or African American","2054-5",543,67842,800.4
,"45-49 years","45-49","2021","2021","Male","M","White","2106-3",1799,416374,432.1
,"45-49 years","45-49","2022","2022","Female","F","Black or African American","2054-5",340,63974,531.5
,"45-49 years","45-49","2022","2022","Female","F","White","2106-3",896,369065,242.8
,"45-49 years","45-49","2022","2022","Male","M","Black or African American","2054-5",494,67159,735.6
,"45-49 years","45-49","2022","2022","Male","M","White","2106-3",1594,406626,392.0
,"45-49 years","45-49","2023 ","2023","Female","F","Black or African American","2054-5",300,64962,461.8
,"45-49 years","45-49","2023 ","2023","Female","F","White","2106-3",801,370475,216.2
,"45-49 years","45-49","2023 ","2023","Male","M","Black or African American","2054-5",447,67305,664.1
,"45-49 years","45-49","2023 ","2023","Male","M","White","2106-3",1440,402954,357.4
,"50-54 years","50-54","2018","2018","Female","F","Black or African American","2054-5",445,77898,571.3
,"50-54 years","50-54","2018","2018","Female","F","White","2106-3",1602,501124,319.7
,"50-54 years","50-54","2018","2018","Male","M","Black or African American","2054-5",628,76724,818.5
,"50-54 years","50-54","2018","2018","Male","M","White","2106-3",2623,515351,509.0
,"50-54 years","50-54","2019","2019","Female","F","Black or African American","2054-5",408,75424,540.9
,"50-54 years","50-54","2019","2019","Female","F","White","2106-3",1489,479706,310.4
,"50-54 years","50-54","2019","2019","Male","M","Black or African American","2054-5",613,74455,823.3
,"50-54 years","50-54","2019","2019","Male","M","White","2106-3",2541,494222,514.1
,"50-54 years","50-54","2020","2020","Female","F","Black or African American","2054-5",511,73924,691.3
,"50-54 years","50-54","2020","2020","Female","F","White","2106-3",1619,467492,346.3
,"50-54 years","50-54","2020","2020","Male","M","Black or African American","2054-5",785,73367,1070.0
,"50-54 years","50-54","2020","2020","Male","M","White","2106-3",2780,483552,574.9
,"50-54 years","50-54","2021","2021","Female","F","Black or African American","2054-5",546,72679,751.2
,"50-54 years","50-54","2021","2021","Female","F","White","2106-3",1667,456901,364.8
,"50-54 years","50-54","2021","2021","Male","M","Black or African American","2054-5",862,74148,1162.5
,"50-54 years","50-54","2021","2021","Male","M","White","2106-3",3059,486525,628.7
,"50-54 years","50-54","2022","2022","Female","F","Black or African American","2054-5",439,70273,624.7
,"50-54 years","50-54","2022","2022","Female","F","White","2106-3",1460,435083,335.6
,"50-54 years","50-54","2022","2022","Male","M","Black or African American","2054-5",702,72839,963.8
,"50-54 years","50-54","2022","2022","Male","M","White","2106-3",2704,470338,574.9
,"50-54 years","50-54","2023 ","2023","Female","F","Black or African American","2054-5",371,69071,537.1
,"50-54 years","50-54","2023 ","2023","Female","F","White","2106-3",1300,419792,309.7
,"50-54 years","50-54","2023 ","2023","Male","M","Black or African American","2054-5",617,70909,870.1
,"50-54 years","50-54","2023 ","2023","Male","M","White","2106-3",2339,449933,519.9
,"55-59 years","55-59","2018","2018","Female","F","Black or African American","2054-5",694,82433,841.9
,"55-59 years","55-59","2018","2018","Female","F","White","2106-3",2776,583536,475.7
,"55-59 years","55-59","2018","2018","Male","M","Black or African American","2054-5",1029,78690,1307.7
,"55-59 years","55-59","2018","2018","Male","M","White","2106-3",4755,588269,808.3
,"55-59 years","55-59","2019","2019","Female","F","Black or African American","2054-5",650,81751,795.1
,"55-59 years","55-59","2019","2019","Female","F","White","2106-3",2689,567358,474.0
,"55-59 years","55-59","2019","2019","Male","M","Black or African American","2054-5",1020,78215,1304.1
,"55-59 years","55-59","2019","2019","Male","M","White","2106-3",4583,572604,800.4
,"55-59 years","55-59","2020","2020","Female","F","Black or African American","2054-5",771,80138,962.1
,"55-59 years","55-59","2020","2020","Female","F","White","2106-3",2744,543352,505.0
,"55-59 years","55-59","2020","2020","Male","M","Black or African American","2054-5",1250,76487,1634.3
,"55-59 years","55-59","2020","2020","Male","M","White","2106-3",4893,548968,891.3
,"55-59 years","55-59","2021","2021","Female","F","Black or African American","2054-5",801,78055,1026.2
,"55-59 years","55-59","2021","2021","Female","F","White","2106-3",2733,512961,532.8
,"55-59 years","55-59","2021","2021","Male","M","Black or African American","2054-5",1308,76321,1713.8
,"55-59 years","55-59","2021","2021","Male","M","White","2106-3",5239,531753,985.2
,"55-59 years","55-59","2022","2022","Female","F","Black or African American","2054-5",689,74724,922.1
,"55-59 years","55-59","2022","2022","Female","F","White","2106-3",2469,478237,516.3
,"55-59 years","55-59","2022","2022","Male","M","Black or African American","2054-5",1058,73770,1434.2
,"55-59 years","55-59","2022","2022","Male","M","White","2106-3",4380,501634,873.1
,"55-59 years","55-59","2023 ","2023","Female","F","Black or African American","2054-5",602,73287,821.4
,"55-59 years","55-59","2023 ","2023","Female","F","White","2106-3",2245,457712,490.5
,"55-59 years","55-59","2023 ","2023","Male","M","Black or African American","2054-5",953,72044,1322.8
,"55-59 years","55-59","2023 ","2023","Male","M","White","2106-3",3889,477648,814.2
,"60-64 years ","60-64","2018","2018","Female","F","Black or African American","2054-5",911,71477,1274.5
,"60-64 years ","60-64","2018","2018","Female","F","White","2106-3",3965,576401,687.9
,"60-64 years ","60-64","2018","2018","Male","M","Black or African American","2054-5",1348,65096,2070.8
,"60-64 years ","60-64","2018","2018","Male","M","White","2106-3",6597,562307,1173.2
,"60-64 years ","60-64","2019","2019","Female","F","Black or African American","2054-5",933,73206,1274.5
,"60-64 years ","60-64","2019","2019","Female","F","White","2106-3",3999,568109,703.9
,"60-64 years ","60-64","2019","2019","Male","M","Black or African American","2054-5",1308,66845,1956.8
,"60-64 years ","60-64","2019","2019","Male","M","White","2106-3",6554,557447,1175.7
,"60-64 years ","60-64","2020","2020","Female","F","Black or African American","2054-5",1140,74776,1524.6
,"60-64 years ","60-64","2020","2020","Female","F","White","2106-3",4221,560394,753.2
,"60-64 years ","60-64","2020","2020","Male","M","Black or African American","2054-5",1676,68519,2446.0
,"60-64 years ","60-64","2020","2020","Male","M","White","2106-3",7303,552946,1320.7
,"60-64 years ","60-64","2021","2021","Female","F","Black or African American","2054-5",1179,75173,1568.4
,"60-64 years ","60-64","2021","2021","Female","F","White","2106-3",4546,547511,830.3
,"60-64 years ","60-64","2021","2021","Male","M","Black or African American","2054-5",1733,70837,2446.5
,"60-64 years ","60-64","2021","2021","Male","M","White","2106-3",7764,556699,1394.6
,"60-64 years ","60-64","2022","2022","Female","F","Black or African American","2054-5",1048,74167,1413.0
,"60-64 years ","60-64","2022","2022","Female","F","White","2106-3",4121,528757,779.4
,"60-64 years ","60-64","2022","2022","Male","M","Black or African American","2054-5",1509,70661,2135.5
,"60-64 years ","60-64","2022","2022","Male","M","White","2106-3",6928,540668,1281.4
,"60-64 years ","60-64","2023 ","2023","Female","F","Black or African American","2054-5",890,75002,1186.6
,"60-64 years ","60-64","2023 ","2023","Female","F","White","2106-3",3815,520481,733.0
,"60-64 years ","60-64","2023 ","2023","Male","M","Black or African American","2054-5",1401,70981,1973.8
,"60-64 years ","60-64","2023 ","2023","Male","M","White","2106-3",6458,529166,1220.4
,"65-69 years","65-69","2018","2018","Female","F","Black or African American","2054-5",1004,56516,1776.5
,"65-69 years","65-69","2018","2018","Female","F","White","2106-3",5196,515570,1007.8
,"65-69 years","65-69","2018","2018","Male","M","Black or African American","2054-5",1372,46620,2942.9
,"65-69 years","65-69","2018","2018","Male","M","White","2106-3",8030,479815,1673.6
