"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"80-84 years","80-84","2020","2020","Female","F",3146,81803,3845.8
,"80-84 years","80-84","2020","2020","Male","M",2872,56021,5126.6
,"80-84 years","80-84","2021","2021","Female","F",3100,80275,3861.7
,"80-84 years","80-84","2021","2021","Male","M",2817,55505,5075.2
,"80-84 years","80-84","2022","2022","Female","F",3335,84387,3952.0
,"80-84 years","80-84","2022","2022","Male","M",2840,57219,4963.4
,"80-84 years","80-84","2023 ","2023","Female","F",3253,86728,3750.8
,"80-84 years","80-84","2023 ","2023","Male","M",2995,59281,5052.2
,"85-89 years","85-89","2018","2018","Female","F",3279,Not Applicable,Not Applicable
,"85-89 years","85-89","2018","2018","Male","M",2564,Not Applicable,Not Applicable
,"85-89 years","85-89","2019","2019","Female","F",3163,Not Applicable,Not Applicable
,"85-89 years","85-89","2019","2019","Male","M",2564,Not Applicable,Not Applicable
,"85-89 years","85-89","2020","2020","Female","F",3571,Not Applicable,Not Applicable
,"85-89 years","85-89","2020","2020","Male","M",2761,Not Applicable,Not Applicable
,"85-89 years","85-89","2021","2021","Female","F",3397,Not Applicable,Not Applicable
,"85-89 years","85-89","2021","2021","Male","M",2667,Not Applicable,Not Applicable
,"85-89 years","85-89","2022","2022","Female","F",3605,Not Applicable,Not Applicable
,"85-89 years","85-89","2022","2022","Male","M",2680,Not Applicable,Not Applicable
,"85-89 years","85-89","2023 ","2023","Female","F",3519,Not Applicable,Not Applicable
,"85-89 years","85-89","2023 ","2023","Male","M",2643,Not Applicable,Not Applicable
,"90-94 years","90-94","2018","2018","Female","F",2829,Not Applicable,Not Applicable
,"90-94 years","90-94","2018","2018","Male","M",1720,Not Applicable,Not Applicable
,"90-94 years","90-94","2019","2019","Female","F",2795,Not Applicable,Not Applicable
,"90-94 years","90-94","2019","2019","Male","M",1792,Not Applicable,Not Applicable
,"90-94 years","90-94","2020","2020","Female","F",3195,Not Applicable,Not Applicable
,"90-94 years","90-94","2020","2020","Male","M",1966,Not Applicable,Not Applicable
,"90-94 years","90-94","2021","2021","Female","F",3087,Not Applicable,Not Applicable
,"90-94 years","90-94","2021","2021","Male","M",1911,Not Applicable,Not Applicable
,"90-94 years","90-94","2022","2022","Female","F",3288,Not Applicable,Not Applicable
,"90-94 years","90-94","2022","2022","Male","M",2045,Not Applicable,Not Applicable
,"90-94 years","90-94","2023 ","2023","Female","F",3194,Not Applicable,Not Applicable
,"90-94 years","90-94","2023 ","2023","Male","M",1941,Not Applicable,Not Applicable
,"95-99 years","95-99","2018","2018","Female","F",1265,Not Applicable,Not Applicable
,"95-99 years","95-99","2018","2018","Male","M",678,Not Applicable,Not Applicable
,"95-99 years","95-99","2019","2019","Female","F",1364,Not Applicable,Not Applicable
,"95-99 years","95-99","2019","2019","Male","M",752,Not Applicable,Not Applicable
,"95-99 years","95-99","2020","2020","Female","F",1602,Not Applicable,Not Applicable
,"95-99 years","95-99","2020","2020","Male","M",763,Not Applicable,Not Applicable
,"95-99 years","95-99","2021","2021","Female","F",1631,Not Applicable,Not Applicable
,"95-99 years","95-99","2021","2021","Male","M",784,Not Applicable,Not Applicable
,"95-99 years","95-99","2022","2022","Female","F",1720,Not Applicable,Not Applicable
,"95-99 years","95-99","2022","2022","Male","M",803,Not Applicable,Not Applicable
,"95-99 years","95-99","2023 ","2023","Female","F",1612,Not Applicable,Not Applicable
,"95-99 years","95-99","2023 ","2023","Male","M",900,Not Applicable,Not Applicable
,"100+ years","100+","2018","2018","Female","F",330,Not Applicable,Not Applicable
,"100+ years","100+","2018","2018","Male","M",112,Not Applicable,Not Applicable
,"100+ years","100+","2019","2019","Female","F",346,Not Applicable,Not Applicable
,"100+ years","100+","2019","2019","Male","M",104,Not Applicable,Not Applicable
,"100+ years","100+","2020","2020","Female","F",431,Not Applicable,Not Applicable
,"100+ years","100+","2020","2020","Male","M",131,Not Applicable,Not Applicable
,"100+ years","100+","2021","2021","Female","F",395,Not Applicable,Not Applicable
,"100+ years","100+","2021","2021","Male","M",133,Not Applicable,Not Applicable
,"100+ years","100+","2022","2022","Female","F",440,Not Applicable,Not Applicable
,"100+ years","100+","2022","2022","Male","M",145,Not Applicable,Not Applicable
,"100+ years","100+","2023 ","2023","Female","F",444,Not Applicable,Not Applicable
,"100+ years","100+","2023 ","2023","Male","M",175,Not Applicable,Not Applicable
"---"
"Dataset: Multiple Cause of Death, 2018-2023, Single Race"
"Query Parameters:"
"Hispanic Origin: Hispanic or Latino"
"States: California (06)"
"UCD - ICD-10 Codes: A00-B99 (Certain infectious and parasitic diseases); C00-D48 (Neoplasms); D50-D89 (Diseases of the blood and"
"blood-forming organs and certain disorders involving the immune mechanism); E00-E88 (Endocrine, nutritional and metabolic"
"diseases); F01-F99 (Mental and behavioural disorders); G00-G98 (Diseases of the nervous system); H00-H57 (Diseases of the eye"
"and adnexa); H60-H93 (Diseases of the ear and mastoid process); I00-I99 (Diseases of the circulatory system); J00-J98 (Diseases"
"of the respiratory system); K00-K92 (Diseases of the digestive system); L00-L98 (Diseases of the skin and subcutaneous tissue);"
"M00-M99 (Diseases of the musculoskeletal system and connective tissue); N00-N98 (Diseases of the genitourinary system); O00-O99"
"(Pregnancy, childbirth and the puerperium); P00-P96 (Certain conditions originating in the perinatal period); Q00-Q99"
"(Congenital malformations, deformations and chromosomal abnormalities); R00-R99 (Symptoms, signs and abnormal clinical and"
"laboratory findings, not elsewhere classified)"
"Group By: Five-Year Age Groups; Year; Sex"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-expanded.html for more information."
"---"
"Query Date: Jan 28, 2026 8:17:31 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2023 on CDC WONDER Online Database, released in 2024. Data are from the Multiple Cause of Death Files,"
"2018-2023, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10-expanded.html on Jan 28, 2026 8:17:31 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Ages 85-100."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Not Stated."
"5. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Not Stated."
"6. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Racial Differences."
"7. The population figures for years 2023 are single-race estimates of the July 1 resident population, from the Vintage 2023"
"postcensal series released by the Census Bureau on June 27, 2024. The 2023 series is based on the Modified Blended Base produced"
"by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of the blend"
"of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data"
"from the internal Census Edited File (CEF). The population figures for years 2022 are single-race estimates of the July 1"
"resident population, from the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023. The 2022 series is"
"based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The"
"Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic"
"Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The population figures for year 2021 are"
"single-race estimates of the July 1 resident population, based on the Blended Base produced by the US Census Bureau in lieu of"
"the April 1, 2020 decennial population count, from the Vintage 2021 postcensal series released by the Census Bureau on June 30,"
"2022. The population figures for year 2020 are single-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series based on April 2010 Census, released by the Census Bureau on July 27, 2021. The population figures for year"
"2019 are single-race estimates of the July 1 resident population, from the Vintage 2019 postcensal series based on April 2010"
"Census, released by the Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the"
"July 1 resident population, from the Vintage 2018 postcensal series based on April 2010 Census, released by the Census Bureau on"
"June 20, 2019. More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Population Data."
"8. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Age"
"Group."
"9. The U.S. - Mexico Border Regions distinguish between counties near the U.S. - Mexico border in the border states of Arizona,"
"California, New Mexico, and Texas, and other areas. To simplify the Border region analysis, two mutually exclusive regions"
"within the United States are available: 1) U.S. - Mexico Border Region (i.e., 44 counties within 100 kilometers (62 miles) of"
"the U.S. - Mexico border), and 2) the U.S. Non-Border Region with the remaining counties of the selected four border states. The"
"Border counties selection was based on the 1983 La Paz Agreement:"
"https://www.epa.gov/sites/production/files/2015-09/documents/lapazagreement.pdf.. (i.e., counties for each state which fall"
"within 100 kilometers of the Border). Statistics are also available by each of the USA border counties along the U.S.-Mexico"
"area."
"10. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
