"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"75-79 years","75-79","2020","2020","Male","M",10,87357,Unreliable
,"75-79 years","75-79","2021","2021","Male","M",13,90273,Unreliable
,"75-79 years","75-79","2022","2022","Female","F",11,128108,Unreliable
,"75-79 years","75-79","2022","2022","Male","M",17,97582,Unreliable
,"75-79 years","75-79","2023 ","2023","Male","M",20,105001,19.0
"---"
"Dataset: Multiple Cause of Death, 2018-2023, Single Race"
"Query Parameters:"
"Hispanic Origin: Hispanic or Latino"
"States: California (06)"
"UCD - ICD-10 Codes: V20.0 (Motorcycle rider injured in collision with pedestrian or animal, driver injured in nontraffic"
"accident); V20.1 (Motorcycle rider injured in collision with pedestrian or animal, passenger injured in nontraffic accident);"
"V20.2 (Motorcycle rider injured in collision with pedestrian or animal, unspecified motorcycle rider injured in nontraffic"
"accident); V20.3 (Motorcycle rider injured in collision with pedestrian or animal, person injured while boarding or alighting);"
"V20.4 (Motorcycle rider injured in collision with pedestrian or animal, driver injured in traffic accident); V20.5 (Motorcycle"
"rider injured in collision with pedestrian or animal, passenger injured in traffic accident); V20.9 (Motorcycle rider injured in"
"collision with pedestrian or animal, unspecified motorcycle rider injured in traffic accident); V21.0 (Motorcycle rider injured"
"in collision with pedal cycle, driver injured in nontraffic accident); V21.1 (Motorcycle rider injured in collision with pedal"
"cycle, passenger injured in nontraffic accident); V21.2 (Motorcycle rider injured in collision with pedal cycle, unspecified"
"motorcycle rider injured in nontraffic accident); V21.3 (Motorcycle rider injured in collision with pedal cycle, person injured"
"while boarding or alighting); V21.4 (Motorcycle rider injured in collision with pedal cycle, driver injured in traffic"
"accident); V21.5 (Motorcycle rider injured in collision with pedal cycle, passenger injured in traffic accident); V21.9"
"(Motorcycle rider injured in collision with pedal cycle, unspecified motorcycle rider injured in traffic accident); V22.0"
"(Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, driver injured in nontraffic accident); V22.1"
"(Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, passenger injured in nontraffic accident);"
"V22.2 (Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, unspecified motorcycle rider injured in"
"nontraffic accident); V22.3 (Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, person injured"
"while boarding or alighting); V22.4 (Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, driver"
"injured in traffic accident); V22.5 (Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, passenger"
"injured in traffic accident); V22.9 (Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, unspecified"
"motorcycle rider injured in traffic accident); V23.0 (Motorcycle rider injured in collision with car, pick-up truck or van,"
"driver injured in nontraffic accident); V23.1 (Motorcycle rider injured in collision with car, pick-up truck or van, passenger"
"injured in nontraffic accident); V23.2 (Motorcycle rider injured in collision with car, pick-up truck or van, unspecified"
"motorcycle rider injured in nontraffic accident); V23.3 (Motorcycle rider injured in collision with car, pick-up truck or van,"
"person injured while boarding or alighting); V23.4 (Motorcycle rider injured in collision with car, pick-up truck or van, driver"
"injured in traffic accident); V23.5 (Motorcycle rider injured in collision with car, pick-up truck or van, passenger injured in"
"traffic accident); V23.9 (Motorcycle rider injured in collision with car, pick-up truck or van, unspecified motorcycle rider"
"injured in traffic accident); V24.0 (Motorcycle rider injured in collision with heavy transport vehicle or bus, driver injured"
"in nontraffic accident); V24.1 (Motorcycle rider injured in collision with heavy transport vehicle or bus, passenger injured in"
"nontraffic accident); V24.2 (Motorcycle rider injured in collision with heavy transport vehicle or bus, unspecified motorcycle"
"rider injured in nontraffic accident); V24.3 (Motorcycle rider injured in collision with heavy transport vehicle or bus, person"
"injured while boarding or alighting); V24.4 (Motorcycle rider injured in collision with heavy transport vehicle or bus, driver"
"injured in traffic accident); V24.5 (Motorcycle rider injured in collision with heavy transport vehicle or bus, passenger"
"injured in traffic accident); V24.9 (Motorcycle rider injured in collision with heavy transport vehicle or bus, unspecified"
"motorcycle rider injured in traffic accident); V25.0 (Motorcycle rider injured in collision with railway train or railway"
"vehicle, driver injured in nontraffic accident); V25.1 (Motorcycle rider injured in collision with railway train or railway"
"vehicle, passenger injured in nontraffic accident); V25.2 (Motorcycle rider injured in collision with railway train or railway"
"vehicle, unspecified motorcycle rider injured in nontraffic accident); V25.3 (Motorcycle rider injured in collision with railway"
"train or railway vehicle, person injured while boarding or alighting); V25.4 (Motorcycle rider injured in collision with railway"
"train or railway vehicle, driver injured in traffic accident); V25.5 (Motorcycle rider injured in collision with railway train"
"or railway vehicle, passenger injured in traffic accident); V25.9 (Motorcycle rider injured in collision with railway train or"
"railway vehicle, unspecified motorcycle rider injured in traffic accident); V26.0 (Motorcycle rider injured in collision with"
"other nonmotor vehicle, driver injured in nontraffic accident); V26.1 (Motorcycle rider injured in collision with other nonmotor"
"vehicle, passenger injured in nontraffic accident); V26.2 (Motorcycle rider injured in collision with other nonmotor vehicle,"
"unspecified motorcycle rider injured in nontraffic accident); V26.3 (Motorcycle rider injured in collision with other nonmotor"
"vehicle, person injured while boarding or alighting); V26.4 (Motorcycle rider injured in collision with other nonmotor vehicle,"
"driver injured in traffic accident); V26.5 (Motorcycle rider injured in collision with other nonmotor vehicle, passenger injured"
"in traffic accident); V26.9 (Motorcycle rider injured in collision with other nonmotor vehicle, unspecified motorcycle rider"
"injured in traffic accident); V27.0 (Motorcycle rider injured in collision with fixed or stationary object, driver injured in"
"nontraffic accident); V27.1 (Motorcycle rider injured in collision with fixed or stationary object, passenger injured in"
"nontraffic accident); V27.2 (Motorcycle rider injured in collision with fixed or stationary object, unspecified motorcycle rider"
"injured in nontraffic accident); V27.3 (Motorcycle rider injured in collision with fixed or stationary object, person injured"
"while boarding or alighting); V27.4 (Motorcycle rider injured in collision with fixed or stationary object, driver injured in"
"traffic accident); V27.5 (Motorcycle rider injured in collision with fixed or stationary object, passenger injured in traffic"
"accident); V27.9 (Motorcycle rider injured in collision with fixed or stationary object, unspecified motorcycle rider injured in"
"traffic accident); V28.0 (Motorcycle rider injured in noncollision transport accident, driver injured in nontraffic accident);"
"V28.1 (Motorcycle rider injured in noncollision transport accident, passenger injured in nontraffic accident); V28.2 (Motorcycle"
"rider injured in noncollision transport accident, unspecified motorcycle rider injured in nontraffic accident); V28.3"
"(Motorcycle rider injured in noncollision transport accident, person injured while boarding or alighting); V28.4 (Motorcycle"
"rider injured in noncollision transport accident, driver injured in traffic accident); V28.5 (Motorcycle rider injured in"
"noncollision transport accident, passenger injured in traffic accident); V28.9 (Motorcycle rider injured in noncollision"
"transport accident, unspecified motorcycle rider injured in traffic accident); V29.0 (Driver injured in collision with other and"
"unspecified motor vehicles in nontraffic accident); V29.1 (Passenger injured in collision with other and unspecified motor"
"vehicles in nontraffic accident); V29.2 (Unspecified motorcycle rider injured in collision with other and unspecified motor"
"vehicles in nontraffic accident); V29.3 (Motorcycle rider [any] injured in unspecified nontraffic accident); V29.4 (Driver"
"injured in collision with other and unspecified motor vehicles in traffic accident); V29.5 (Passenger injured in collision with"
"other and unspecified motor vehicles in traffic accident); V29.6 (Unspecified motorcycle rider injured in collision with other"
"and unspecified motor vehicles in traffic accident); V29.8 (Motorcycle rider [any] injured in other specified transport"
"accidents); V29.9 (Motorcycle rider [any] injured in unspecified traffic accident); V30.0 (Occupant of three-wheeled motor"
"vehicle injured in collision with pedestrian or animal, driver injured in nontraffic accident); V30.1 (Occupant of three-wheeled"
"motor vehicle injured in collision with pedestrian or animal, passenger injured in nontraffic accident); V30.2 (Occupant of"
"three-wheeled motor vehicle injured in collision with pedestrian or animal, person on outside of vehicle injured in nontraffic"
"accident); V30.3 (Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, unspecified occupant"
"of three-wheeled motor vehicle injured in nontraffic accident); V30.4 (Occupant of three-wheeled motor vehicle injured in"
"collision with pedestrian or animal, person injured while boarding or alighting); V30.5 (Occupant of three-wheeled motor vehicle"
"injured in collision with pedestrian or animal, driver injured in traffic accident); V30.6 (Occupant of three-wheeled motor"
"vehicle injured in collision with pedestrian or animal, passenger injured in traffic accident); V30.7 (Occupant of three-wheeled"
"motor vehicle injured in collision with pedestrian or animal, person on outside of vehicle injured in traffic accident); V30.9"
"(Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, unspecified occupant of three-wheeled"
"motor vehicle injured in traffic accident); V31.0 (Occupant of three-wheeled motor vehicle injured in collision with pedal"
"cycle, driver injured in nontraffic accident); V31.1 (Occupant of three-wheeled motor vehicle injured in collision with pedal"
"cycle, passenger injured in nontraffic accident); V31.2 (Occupant of three-wheeled motor vehicle injured in collision with pedal"
"cycle, person on outside of vehicle injured in nontraffic accident); V31.3 (Occupant of three-wheeled motor vehicle injured in"
"collision with pedal cycle, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident); V31.4 (Occupant"
"of three-wheeled motor vehicle injured in collision with pedal cycle, person injured while boarding or alighting); V31.5"
"(Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, driver injured in traffic accident); V31.6"
"(Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, passenger injured in traffic accident); V31.7"
"(Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, person on outside of vehicle injured in traffic"
"accident); V31.9 (Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, unspecified occupant of"
"three-wheeled motor vehicle injured in traffic accident); V32.0 (Occupant of three-wheeled motor vehicle injured in collision"
"with two- or three-wheeled motor vehicle, driver injured in nontraffic accident); V32.1 (Occupant of three-wheeled motor vehicle"
"injured in collision with two- or three-wheeled motor vehicle, passenger injured in nontraffic accident); V32.2 (Occupant of"
"three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured"
"in nontraffic accident); V32.3 (Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor"
"vehicle, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident); V32.4 (Occupant of three-wheeled"
"motor vehicle injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting); V32.5"
"(Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, driver injured in"
"traffic accident); V32.6 (Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle,"
"passenger injured in traffic accident); V32.7 (Occupant of three-wheeled motor vehicle injured in collision with two- or"
"three-wheeled motor vehicle, person on outside of vehicle injured in traffic accident); V32.9 (Occupant of three-wheeled motor"
"vehicle injured in collision with two- or three-wheeled motor vehicle, unspecified occupant of three-wheeled motor vehicle"
"injured in traffic accident); V33.0 (Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or"
"van, driver injured in nontraffic accident); V33.1 (Occupant of three-wheeled motor vehicle injured in collision with car,"
"pick-up truck or van, passenger injured in nontraffic accident); V33.2 (Occupant of three-wheeled motor vehicle injured in"
"collision with car, pick-up truck or van, person on outside of vehicle injured in nontraffic accident); V33.3 (Occupant of"
"three-wheeled motor vehicle injured in collision with car, pick-up truck or van, unspecified occupant of three-wheeled motor"
"vehicle injured in nontraffic accident); V33.4 (Occupant of three-wheeled motor vehicle injured in collision with car, pick-up"
"truck or van, person injured while boarding or alighting); V33.5 (Occupant of three-wheeled motor vehicle injured in collision"
"with car, pick-up truck or van, driver injured in traffic accident); V33.6 (Occupant of three-wheeled motor vehicle injured in"
"collision with car, pick-up truck or van, passenger injured in traffic accident); V33.7 (Occupant of three-wheeled motor vehicle"
"injured in collision with car, pick-up truck or van, person on outside of vehicle injured in traffic accident); V33.9 (Occupant"
"of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, unspecified occupant of three-wheeled motor"
"vehicle injured in traffic accident); V34.0 (Occupant of three-wheeled motor vehicle injured in collision with heavy transport"
"vehicle or bus, driver injured in nontraffic accident); V34.1 (Occupant of three-wheeled motor vehicle injured in collision with"
"heavy transport vehicle or bus, passenger injured in nontraffic accident); V34.2 (Occupant of three-wheeled motor vehicle"
"injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident); V34.3"
"(Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, unspecified occupant of"
"three-wheeled motor vehicle injured in nontraffic accident); V34.4 (Occupant of three-wheeled motor vehicle injured in collision"
"with heavy transport vehicle or bus, person injured while boarding or alighting); V34.5 (Occupant of three-wheeled motor vehicle"
"injured in collision with heavy transport vehicle or bus, driver injured in traffic accident); V34.6 (Occupant of three-wheeled"
"motor vehicle injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident); V34.7 (Occupant"
"of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in"
"traffic accident); V34.9 (Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus,"
"unspecified occupant of three-wheeled motor vehicle injured in traffic accident); V35.0 (Occupant of three-wheeled motor vehicle"
"injured in collision with railway train or railway vehicle, driver injured in nontraffic accident); V35.1 (Occupant of"
"three-wheeled motor vehicle injured in collision with railway train or railway vehicle, passenger injured in nontraffic"
"accident); V35.2 (Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person on"
"outside of vehicle injured in nontraffic accident); V35.3 (Occupant of three-wheeled motor vehicle injured in collision with"
"railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident); V35.4"
"(Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person injured while"
"boarding or alighting); V35.5 (Occupant of three-wheeled motor vehicle injured in collision with railway train or railway"
"vehicle, driver injured in traffic accident); V35.6 (Occupant of three-wheeled motor vehicle injured in collision with railway"
"train or railway vehicle, passenger injured in traffic accident); V35.7 (Occupant of three-wheeled motor vehicle injured in"
"collision with railway train or railway vehicle, person on outside of vehicle injured in traffic accident); V35.9 (Occupant of"
"three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled"
"motor vehicle injured in traffic accident); V36.0 (Occupant of three-wheeled motor vehicle injured in collision with other"
"nonmotor vehicle, driver injured in nontraffic accident); V36.1 (Occupant of three-wheeled motor vehicle injured in collision"
"with other nonmotor vehicle, passenger injured in nontraffic accident); V36.2 (Occupant of three-wheeled motor vehicle injured"
"in collision with other nonmotor vehicle, person on outside of vehicle injured in nontraffic accident); V36.3 (Occupant of"
"three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor"
"vehicle injured in nontraffic accident); V36.4 (Occupant of three-wheeled motor vehicle injured in collision with other nonmotor"
"vehicle, person injured while boarding or alighting); V36.5 (Occupant of three-wheeled motor vehicle injured in collision with"
"other nonmotor vehicle, driver injured in traffic accident); V36.6 (Occupant of three-wheeled motor vehicle injured in collision"
"with other nonmotor vehicle, passenger injured in traffic accident); V36.7 (Occupant of three-wheeled motor vehicle injured in"
"collision with other nonmotor vehicle, person on outside of vehicle injured in traffic accident); V36.9 (Occupant of"
"three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor"
"vehicle injured in traffic accident); V37.0 (Occupant of three-wheeled motor vehicle injured in collision with fixed or"
"stationary object, driver injured in nontraffic accident); V37.1 (Occupant of three-wheeled motor vehicle injured in collision"
"with fixed or stationary object, passenger injured in nontraffic accident); V37.2 (Occupant of three-wheeled motor vehicle"
"injured in collision with fixed or stationary object, person on outside of vehicle injured in nontraffic accident); V37.3"
"(Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of"
"three-wheeled motor vehicle injured in nontraffic accident); V37.4 (Occupant of three-wheeled motor vehicle injured in collision"
"with fixed or stationary object, person injured while boarding or alighting); V37.5 (Occupant of three-wheeled motor vehicle"
"injured in collision with fixed or stationary object, driver injured in traffic accident); V37.6 (Occupant of three-wheeled"
"motor vehicle injured in collision with fixed or stationary object, passenger injured in traffic accident); V37.7 (Occupant of"
"three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle injured in"
"traffic accident); V37.9 (Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object,"
"unspecified occupant of three-wheeled motor vehicle injured in traffic accident); V38.0 (Occupant of three-wheeled motor vehicle"
"injured in noncollision transport accident, driver injured in nontraffic accident); V38.1 (Occupant of three-wheeled motor"
"vehicle injured in noncollision transport accident, passenger injured in nontraffic accident); V38.2 (Occupant of three-wheeled"
"motor vehicle injured in noncollision transport accident, person on outside of vehicle injured in nontraffic accident); V38.3"
"(Occupant of three-wheeled motor vehicle injured in noncollision transport accident, unspecified occupant of three-wheeled motor"
"vehicle injured in nontraffic accident); V38.4 (Occupant of three-wheeled motor vehicle injured in noncollision transport"
"accident, person injured while boarding or alighting); V38.5 (Occupant of three-wheeled motor vehicle injured in noncollision"
"transport accident, driver injured in traffic accident); V38.6 (Occupant of three-wheeled motor vehicle injured in noncollision"
"transport accident, passenger injured in traffic accident); V38.7 (Occupant of three-wheeled motor vehicle injured in"
"noncollision transport accident, person on outside of vehicle injured in traffic accident); V38.9 (Occupant of three-wheeled"
"motor vehicle injured in noncollision transport accident, unspecified occupant of three-wheeled motor vehicle injured in traffic"
"accident); V39.0 (Driver injured in collision with other and unspecified motor vehicles in nontraffic accident); V39.1"
"(Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident); V39.2 (Unspecified occupant"
"of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident); V39.3"
"(Occupant [any] of three-wheeled motor vehicle injured in unspecified nontraffic accident); V39.4 (Driver injured in collision"
"with other and unspecified motor vehicles in traffic accident); V39.5 (Passenger injured in collision with other and unspecified"
"motor vehicles in traffic accident); V39.6 (Unspecified occupant of three-wheeled motor vehicle injured in collision with other"
"and unspecified motor vehicles in traffic accident); V39.8 (Occupant [any] of three-wheeled motor vehicle injured in other"
