"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Year","Year Code","Sex","Sex Code","Race","Race Code",Deaths,Population,Crude Rate
,"< 1 year","1","2004","2004","Male","M","White","2106-3",421,84576,497.8
,"< 1 year","1","2005","2005","Female","F","Black or African American","2054-5",180,15715,1145.4
,"< 1 year","1","2005","2005","Female","F","White","2106-3",372,78199,475.7
,"< 1 year","1","2005","2005","Male","M","Black or African American","2054-5",224,16424,1363.9
,"< 1 year","1","2005","2005","Male","M","White","2106-3",413,82503,500.6
,"< 1 year","1","2006","2006","Female","F","Black or African American","2054-5",169,15524,1088.6
,"< 1 year","1","2006","2006","Female","F","White","2106-3",286,76176,375.4
,"< 1 year","1","2006","2006","Male","M","Black or African American","2054-5",209,16344,1278.8
,"< 1 year","1","2006","2006","Male","M","White","2106-3",437,80040,546.0
,"< 1 year","1","2007","2007","Female","F","Black or African American","2054-5",169,16182,1044.4
,"< 1 year","1","2007","2007","Female","F","White","2106-3",338,74827,451.7
,"< 1 year","1","2007","2007","Male","M","Black or African American","2054-5",207,16803,1231.9
,"< 1 year","1","2007","2007","Male","M","White","2106-3",422,79053,533.8
,"< 1 year","1","2008","2008","Female","F","Black or African American","2054-5",168,16285,1031.6
,"< 1 year","1","2008","2008","Female","F","White","2106-3",284,74633,380.5
,"< 1 year","1","2008","2008","Male","M","Black or African American","2054-5",221,16753,1319.2
,"< 1 year","1","2008","2008","Male","M","White","2106-3",364,78336,464.7
,"< 1 year","1","2009","2009","Female","F","Black or African American","2054-5",134,15481,865.6
,"< 1 year","1","2009","2009","Female","F","White","2106-3",251,68644,365.7
,"< 1 year","1","2009","2009","Male","M","Black or African American","2054-5",202,15844,1274.9
,"< 1 year","1","2009","2009","Male","M","White","2106-3",395,72436,545.3
,"< 1 year","1","2010","2010","Female","F","Black or African American","2054-5",125,15125,826.4
,"< 1 year","1","2010","2010","Female","F","White","2106-3",278,68176,407.8
,"< 1 year","1","2010","2010","Male","M","Black or African American","2054-5",170,15628,1087.8
,"< 1 year","1","2010","2010","Male","M","White","2106-3",357,71508,499.2
,"< 1 year","1","2011","2011","Female","F","Black or African American","2054-5",133,15615,851.7
,"< 1 year","1","2011","2011","Female","F","White","2106-3",279,69245,402.9
,"< 1 year","1","2011","2011","Male","M","Black or African American","2054-5",181,16527,1095.2
,"< 1 year","1","2011","2011","Male","M","White","2106-3",337,72197,466.8
,"< 1 year","1","2012","2012","Female","F","Black or African American","2054-5",119,15553,765.1
,"< 1 year","1","2012","2012","Female","F","White","2106-3",242,69908,346.2
,"< 1 year","1","2012","2012","Male","M","Black or African American","2054-5",171,16307,1048.6
,"< 1 year","1","2012","2012","Male","M","White","2106-3",320,73183,437.3
,"< 1 year","1","2013","2013","Female","F","Black or African American","2054-5",131,15165,863.8
,"< 1 year","1","2013","2013","Female","F","White","2106-3",271,68766,394.1
,"< 1 year","1","2013","2013","Male","M","Black or African American","2054-5",182,15917,1143.4
,"< 1 year","1","2013","2013","Male","M","White","2106-3",336,72040,466.4
,"< 1 year","1","2014","2014","Female","F","Black or African American","2054-5",140,15371,910.8
,"< 1 year","1","2014","2014","Female","F","White","2106-3",235,69723,337.0
,"< 1 year","1","2014","2014","Male","M","Black or African American","2054-5",165,16128,1023.1
,"< 1 year","1","2014","2014","Male","M","White","2106-3",301,72980,412.4
,"< 1 year","1","2015","2015","Female","F","Black or African American","2054-5",90,15650,575.1
,"< 1 year","1","2015","2015","Female","F","White","2106-3",241,70388,342.4
,"< 1 year","1","2015","2015","Male","M","Black or African American","2054-5",169,16424,1029.0
,"< 1 year","1","2015","2015","Male","M","White","2106-3",306,73827,414.5
,"< 1 year","1","2016","2016","Female","F","Black or African American","2054-5",122,15668,778.7
,"< 1 year","1","2016","2016","Female","F","White","2106-3",214,70677,302.8
,"< 1 year","1","2016","2016","Male","M","Black or African American","2054-5",133,16491,806.5
,"< 1 year","1","2016","2016","Male","M","White","2106-3",315,74073,425.3
,"< 1 year","1","2017","2017","Female","F","Black or African American","2054-5",103,15191,678.0
,"< 1 year","1","2017","2017","Female","F","White","2106-3",181,69018,262.3
,"< 1 year","1","2017","2017","Male","M","Black or African American","2054-5",119,15868,749.9
,"< 1 year","1","2017","2017","Male","M","White","2106-3",255,72519,351.6
,"1-4 years","1-4","1999","1999","Female","F","Black or African American","2054-5",35,73978,47.3
,"1-4 years","1-4","1999","1999","Female","F","White","2106-3",76,346388,21.9
,"1-4 years","1-4","1999","1999","Male","M","Black or African American","2054-5",40,76505,52.3
,"1-4 years","1-4","1999","1999","Male","M","White","2106-3",108,365309,29.6
,"1-4 years","1-4","2000","2000","Female","F","Black or African American","2054-5",25,73325,34.1
,"1-4 years","1-4","2000","2000","Female","F","White","2106-3",73,334627,21.8
,"1-4 years","1-4","2000","2000","Male","M","Black or African American","2054-5",36,76306,47.2
,"1-4 years","1-4","2000","2000","Male","M","White","2106-3",101,352775,28.6
,"1-4 years","1-4","2001","2001","Female","F","Black or African American","2054-5",32,69945,45.8
,"1-4 years","1-4","2001","2001","Female","F","White","2106-3",66,322160,20.5
,"1-4 years","1-4","2001","2001","Male","M","Black or African American","2054-5",44,72916,60.3
,"1-4 years","1-4","2001","2001","Male","M","White","2106-3",115,339556,33.9
,"1-4 years","1-4","2002","2002","Female","F","Black or African American","2054-5",17,68050,Unreliable
,"1-4 years","1-4","2002","2002","Female","F","White","2106-3",69,317689,21.7
,"1-4 years","1-4","2002","2002","Male","M","Black or African American","2054-5",35,70177,49.9
,"1-4 years","1-4","2002","2002","Male","M","White","2106-3",94,334942,28.1
,"1-4 years","1-4","2003","2003","Female","F","Black or African American","2054-5",30,66210,45.3
,"1-4 years","1-4","2003","2003","Female","F","White","2106-3",70,313442,22.3
,"1-4 years","1-4","2003","2003","Male","M","Black or African American","2054-5",37,68378,54.1
,"1-4 years","1-4","2003","2003","Male","M","White","2106-3",86,330964,26.0
,"1-4 years","1-4","2004","2004","Female","F","Black or African American","2054-5",24,64471,37.2
,"1-4 years","1-4","2004","2004","Female","F","White","2106-3",68,311053,21.9
,"1-4 years","1-4","2004","2004","Male","M","Black or African American","2054-5",33,66999,49.3
,"1-4 years","1-4","2004","2004","Male","M","White","2106-3",78,327052,23.8
,"1-4 years","1-4","2005","2005","Female","F","Black or African American","2054-5",27,62956,42.9
,"1-4 years","1-4","2005","2005","Female","F","White","2106-3",62,307852,20.1
,"1-4 years","1-4","2005","2005","Male","M","Black or African American","2054-5",29,65631,44.2
,"1-4 years","1-4","2005","2005","Male","M","White","2106-3",95,323659,29.4
,"1-4 years","1-4","2006","2006","Female","F","Black or African American","2054-5",27,61730,43.7
,"1-4 years","1-4","2006","2006","Female","F","White","2106-3",70,301817,23.2
,"1-4 years","1-4","2006","2006","Male","M","Black or African American","2054-5",36,64773,55.6
,"1-4 years","1-4","2006","2006","Male","M","White","2106-3",77,317178,24.3
,"1-4 years","1-4","2007","2007","Female","F","Black or African American","2054-5",30,60755,49.4
,"1-4 years","1-4","2007","2007","Female","F","White","2106-3",60,297244,20.2
,"1-4 years","1-4","2007","2007","Male","M","Black or African American","2054-5",18,64198,Unreliable
,"1-4 years","1-4","2007","2007","Male","M","White","2106-3",78,312254,25.0
,"1-4 years","1-4","2008","2008","Female","F","Black or African American","2054-5",34,61722,55.1
,"1-4 years","1-4","2008","2008","Female","F","White","2106-3",48,291837,16.4
,"1-4 years","1-4","2008","2008","Male","M","Black or African American","2054-5",23,64635,35.6
,"1-4 years","1-4","2008","2008","Male","M","White","2106-3",75,307555,24.4
,"1-4 years","1-4","2009","2009","Female","F","Black or African American","2054-5",20,62545,32.0
,"1-4 years","1-4","2009","2009","Female","F","White","2106-3",56,286549,19.5
,"1-4 years","1-4","2009","2009","Male","M","Black or African American","2054-5",37,65114,56.8
,"1-4 years","1-4","2009","2009","Male","M","White","2106-3",73,301651,24.2
,"1-4 years","1-4","2010","2010","Female","F","Black or African American","2054-5",24,62411,38.5
,"1-4 years","1-4","2010","2010","Female","F","White","2106-3",49,280428,17.5
,"1-4 years","1-4","2010","2010","Male","M","Black or African American","2054-5",19,64705,Unreliable
,"1-4 years","1-4","2010","2010","Male","M","White","2106-3",68,295603,23.0
,"1-4 years","1-4","2011","2011","Female","F","Black or African American","2054-5",15,62336,Unreliable
,"1-4 years","1-4","2011","2011","Female","F","White","2106-3",55,276392,19.9
,"1-4 years","1-4","2011","2011","Male","M","Black or African American","2054-5",21,64681,32.5
,"1-4 years","1-4","2011","2011","Male","M","White","2106-3",62,290336,21.4
,"1-4 years","1-4","2012","2012","Female","F","Black or African American","2054-5",22,61837,35.6
,"1-4 years","1-4","2012","2012","Female","F","White","2106-3",47,275307,17.1
,"1-4 years","1-4","2012","2012","Male","M","Black or African American","2054-5",27,64032,42.2
,"1-4 years","1-4","2012","2012","Male","M","White","2106-3",69,288639,23.9
,"1-4 years","1-4","2013","2013","Female","F","Black or African American","2054-5",17,61222,Unreliable
,"1-4 years","1-4","2013","2013","Female","F","White","2106-3",42,274995,15.3
,"1-4 years","1-4","2013","2013","Male","M","Black or African American","2054-5",20,63431,31.5
,"1-4 years","1-4","2013","2013","Male","M","White","2106-3",61,288318,21.2
,"1-4 years","1-4","2014","2014","Female","F","Black or African American","2054-5",19,61323,Unreliable
,"1-4 years","1-4","2014","2014","Female","F","White","2106-3",37,277095,13.4
,"1-4 years","1-4","2014","2014","Male","M","Black or African American","2054-5",34,63772,53.3
,"1-4 years","1-4","2014","2014","Male","M","White","2106-3",57,290990,19.6
,"1-4 years","1-4","2015","2015","Female","F","Black or African American","2054-5",14,61272,Unreliable
,"1-4 years","1-4","2015","2015","Female","F","White","2106-3",42,278580,15.1
,"1-4 years","1-4","2015","2015","Male","M","Black or African American","2054-5",21,63760,32.9
,"1-4 years","1-4","2015","2015","Male","M","White","2106-3",57,292900,19.5
,"1-4 years","1-4","2016","2016","Female","F","Black or African American","2054-5",26,60604,42.9
,"1-4 years","1-4","2016","2016","Female","F","White","2106-3",54,276469,19.5
,"1-4 years","1-4","2016","2016","Male","M","Black or African American","2054-5",20,62836,31.8
,"1-4 years","1-4","2016","2016","Male","M","White","2106-3",65,290891,22.3
,"1-4 years","1-4","2017","2017","Female","F","Black or African American","2054-5",17,59467,Unreliable
,"1-4 years","1-4","2017","2017","Female","F","White","2106-3",38,276655,13.7
,"1-4 years","1-4","2017","2017","Male","M","Black or African American","2054-5",27,62056,43.5
,"1-4 years","1-4","2017","2017","Male","M","White","2106-3",61,291353,20.9
,"5-9 years","5-9","1999","1999","Female","F","Black or African American","2054-5",25,110911,22.5
,"5-9 years","5-9","1999","1999","Female","F","White","2106-3",58,492238,11.8
,"5-9 years","5-9","1999","1999","Male","M","Black or African American","2054-5",26,114807,22.6
,"5-9 years","5-9","1999","1999","Male","M","White","2106-3",70,521065,13.4
,"5-9 years","5-9","2000","2000","Female","F","Black or African American","2054-5",23,106950,21.5
,"5-9 years","5-9","2000","2000","Female","F","White","2106-3",58,475739,12.2
,"5-9 years","5-9","2000","2000","Male","M","Black or African American","2054-5",26,110601,23.5
,"5-9 years","5-9","2000","2000","Male","M","White","2106-3",61,503536,12.1
,"5-9 years","5-9","2001","2001","Female","F","Black or African American","2054-5",18,102269,Unreliable
,"5-9 years","5-9","2001","2001","Female","F","White","2106-3",62,453097,13.7
,"5-9 years","5-9","2001","2001","Male","M","Black or African American","2054-5",27,105610,25.6
,"5-9 years","5-9","2001","2001","Male","M","White","2106-3",78,479793,16.3
,"5-9 years","5-9","2002","2002","Female","F","Black or African American","2054-5",18,98042,Unreliable
,"5-9 years","5-9","2002","2002","Female","F","White","2106-3",49,433108,11.3
,"5-9 years","5-9","2002","2002","Male","M","Black or African American","2054-5",18,101825,Unreliable
,"5-9 years","5-9","2002","2002","Male","M","White","2106-3",61,458404,13.3
,"5-9 years","5-9","2003","2003","Female","F","White","2106-3",57,417002,13.7
,"5-9 years","5-9","2003","2003","Male","M","Black or African American","2054-5",27,97588,27.7
,"5-9 years","5-9","2003","2003","Male","M","White","2106-3",58,440589,13.2
,"5-9 years","5-9","2004","2004","Female","F","Black or African American","2054-5",17,90218,Unreliable
,"5-9 years","5-9","2004","2004","Female","F","White","2106-3",49,400787,12.2
,"5-9 years","5-9","2004","2004","Male","M","Black or African American","2054-5",21,93676,22.4
,"5-9 years","5-9","2004","2004","Male","M","White","2106-3",71,423931,16.7
,"5-9 years","5-9","2005","2005","Female","F","Black or African American","2054-5",11,85730,Unreliable
,"5-9 years","5-9","2005","2005","Female","F","White","2106-3",44,384311,11.4
,"5-9 years","5-9","2005","2005","Male","M","Black or African American","2054-5",15,88906,Unreliable
,"5-9 years","5-9","2005","2005","Male","M","White","2106-3",49,405589,12.1
,"5-9 years","5-9","2006","2006","Female","F","Black or African American","2054-5",15,82954,Unreliable
,"5-9 years","5-9","2006","2006","Female","F","White","2106-3",37,371988,9.9
,"5-9 years","5-9","2006","2006","Male","M","Black or African American","2054-5",20,85572,23.4
,"5-9 years","5-9","2006","2006","Male","M","White","2106-3",58,392905,14.8
,"5-9 years","5-9","2007","2007","Female","F","White","2106-3",34,362214,9.4
,"5-9 years","5-9","2007","2007","Male","M","Black or African American","2054-5",21,82409,25.5
,"5-9 years","5-9","2007","2007","Male","M","White","2106-3",37,382686,9.7
,"5-9 years","5-9","2008","2008","Female","F","White","2106-3",31,358906,8.6
,"5-9 years","5-9","2008","2008","Male","M","Black or African American","2054-5",18,81256,Unreliable
,"5-9 years","5-9","2008","2008","Male","M","White","2106-3",36,378921,9.5
,"5-9 years","5-9","2009","2009","Female","F","White","2106-3",33,358768,9.2
,"5-9 years","5-9","2009","2009","Male","M","Black or African American","2054-5",12,80462,Unreliable
,"5-9 years","5-9","2009","2009","Male","M","White","2106-3",45,378219,11.9
,"5-9 years","5-9","2010","2010","Female","F","White","2106-3",33,359428,9.2
,"5-9 years","5-9","2010","2010","Male","M","Black or African American","2054-5",14,80955,Unreliable
,"5-9 years","5-9","2010","2010","Male","M","White","2106-3",35,378860,9.2
,"5-9 years","5-9","2011","2011","Female","F","White","2106-3",31,356581,8.7
,"5-9 years","5-9","2011","2011","Male","M","Black or African American","2054-5",16,80409,Unreliable
,"5-9 years","5-9","2011","2011","Male","M","White","2106-3",37,375854,9.8
,"5-9 years","5-9","2012","2012","Female","F","White","2106-3",18,355659,Unreliable
,"5-9 years","5-9","2012","2012","Male","M","Black or African American","2054-5",13,79973,Unreliable
,"5-9 years","5-9","2012","2012","Male","M","White","2106-3",27,374630,7.2
,"5-9 years","5-9","2013","2013","Female","F","Black or African American","2054-5",14,76918,Unreliable
,"5-9 years","5-9","2013","2013","Female","F","White","2106-3",34,353842,9.6
,"5-9 years","5-9","2013","2013","Male","M","Black or African American","2054-5",11,80208,Unreliable
,"5-9 years","5-9","2013","2013","Male","M","White","2106-3",40,372847,10.7
,"5-9 years","5-9","2014","2014","Female","F","White","2106-3",37,348411,10.6
,"5-9 years","5-9","2014","2014","Male","M","Black or African American","2054-5",10,79930,Unreliable
,"5-9 years","5-9","2014","2014","Male","M","White","2106-3",27,366889,7.4
,"5-9 years","5-9","2015","2015","Female","F","White","2106-3",28,343393,8.2
,"5-9 years","5-9","2015","2015","Male","M","Black or African American","2054-5",16,79339,Unreliable
,"5-9 years","5-9","2015","2015","Male","M","White","2106-3",35,361676,9.7
,"5-9 years","5-9","2016","2016","Female","F","White","2106-3",31,340751,9.1
,"5-9 years","5-9","2016","2016","Male","M","Black or African American","2054-5",14,79543,Unreliable
,"5-9 years","5-9","2016","2016","Male","M","White","2106-3",34,359017,9.5
,"5-9 years","5-9","2017","2017","Female","F","Black or African American","2054-5",13,76280,Unreliable
,"5-9 years","5-9","2017","2017","Female","F","White","2106-3",26,337407,7.7
,"5-9 years","5-9","2017","2017","Male","M","Black or African American","2054-5",15,79026,Unreliable
,"5-9 years","5-9","2017","2017","Male","M","White","2106-3",27,354799,7.6
,"10-14 years","10-14","1999","1999","Female","F","Black or African American","2054-5",27,101939,26.5
,"10-14 years","10-14","1999","1999","Female","F","White","2106-3",60,487631,12.3
,"10-14 years","10-14","1999","1999","Male","M","Black or African American","2054-5",31,105081,29.5
,"10-14 years","10-14","1999","1999","Male","M","White","2106-3",113,513822,22.0
,"10-14 years","10-14","2000","2000","Female","F","Black or African American","2054-5",20,104650,19.1
,"10-14 years","10-14","2000","2000","Female","F","White","2106-3",69,494544,14.0
,"10-14 years","10-14","2000","2000","Male","M","Black or African American","2054-5",34,108059,31.5
,"10-14 years","10-14","2000","2000","Male","M","White","2106-3",123,521652,23.6
,"10-14 years","10-14","2001","2001","Female","F","Black or African American","2054-5",19,107351,Unreliable
,"10-14 years","10-14","2001","2001","Female","F","White","2106-3",64,497402,12.9
,"10-14 years","10-14","2001","2001","Male","M","Black or African American","2054-5",33,111560,29.6
,"10-14 years","10-14","2001","2001","Male","M","White","2106-3",98,525356,18.7
,"10-14 years","10-14","2002","2002","Female","F","Black or African American","2054-5",19,109056,Unreliable
,"10-14 years","10-14","2002","2002","Female","F","White","2106-3",69,496407,13.9
,"10-14 years","10-14","2002","2002","Male","M","Black or African American","2054-5",48,113069,42.5
,"10-14 years","10-14","2002","2002","Male","M","White","2106-3",92,523807,17.6
,"10-14 years","10-14","2003","2003","Female","F","Black or African American","2054-5",16,108880,Unreliable
,"10-14 years","10-14","2003","2003","Female","F","White","2106-3",67,489444,13.7
,"10-14 years","10-14","2003","2003","Male","M","Black or African American","2054-5",36,113365,31.8
,"10-14 years","10-14","2003","2003","Male","M","White","2106-3",92,516571,17.8
,"10-14 years","10-14","2004","2004","Female","F","Black or African American","2054-5",23,107433,21.4
,"10-14 years","10-14","2004","2004","Female","F","White","2106-3",53,477220,11.1
,"10-14 years","10-14","2004","2004","Male","M","Black or African American","2054-5",33,111960,29.5
,"10-14 years","10-14","2004","2004","Male","M","White","2106-3",97,504173,19.2
,"10-14 years","10-14","2005","2005","Female","F","Black or African American","2054-5",14,103868,Unreliable
,"10-14 years","10-14","2005","2005","Female","F","White","2106-3",55,457594,12.0
,"10-14 years","10-14","2005","2005","Male","M","Black or African American","2054-5",37,108407,34.1
,"10-14 years","10-14","2005","2005","Male","M","White","2106-3",69,483752,14.3
,"10-14 years","10-14","2006","2006","Female","F","Black or African American","2054-5",23,100306,22.9
,"10-14 years","10-14","2006","2006","Female","F","White","2106-3",48,438556,10.9
,"10-14 years","10-14","2006","2006","Male","M","Black or African American","2054-5",24,104160,23.0
,"10-14 years","10-14","2006","2006","Male","M","White","2106-3",78,463142,16.8
,"10-14 years","10-14","2007","2007","Female","F","Black or African American","2054-5",15,96206,Unreliable
,"10-14 years","10-14","2007","2007","Female","F","White","2106-3",49,419259,11.7
,"10-14 years","10-14","2007","2007","Male","M","Black or African American","2054-5",26,100490,25.9
,"10-14 years","10-14","2007","2007","Male","M","White","2106-3",69,442629,15.6
,"10-14 years","10-14","2008","2008","Female","F","Black or African American","2054-5",19,92573,Unreliable
,"10-14 years","10-14","2008","2008","Female","F","White","2106-3",39,405224,9.6
,"10-14 years","10-14","2008","2008","Male","M","Black or African American","2054-5",19,96666,Unreliable
,"10-14 years","10-14","2008","2008","Male","M","White","2106-3",50,427225,11.7
,"10-14 years","10-14","2009","2009","Female","F","Black or African American","2054-5",18,89153,Unreliable
,"10-14 years","10-14","2009","2009","Female","F","White","2106-3",39,392747,9.9
,"10-14 years","10-14","2009","2009","Male","M","Black or African American","2054-5",19,93528,Unreliable
,"10-14 years","10-14","2009","2009","Male","M","White","2106-3",59,414522,14.2
,"10-14 years","10-14","2010","2010","Female","F","Black or African American","2054-5",18,86659,Unreliable
,"10-14 years","10-14","2010","2010","Female","F","White","2106-3",38,384963,9.9
,"10-14 years","10-14","2010","2010","Male","M","Black or African American","2054-5",23,90844,25.3
,"10-14 years","10-14","2010","2010","Male","M","White","2106-3",51,405837,12.6
,"10-14 years","10-14","2011","2011","Female","F","Black or African American","2054-5",12,84617,Unreliable
,"10-14 years","10-14","2011","2011","Female","F","White","2106-3",33,376003,8.8
,"10-14 years","10-14","2011","2011","Male","M","Black or African American","2054-5",15,88463,Unreliable
,"10-14 years","10-14","2011","2011","Male","M","White","2106-3",54,395452,13.7
,"10-14 years","10-14","2012","2012","Female","F","Black or African American","2054-5",12,82474,Unreliable
,"10-14 years","10-14","2012","2012","Female","F","White","2106-3",44,368129,12.0
,"10-14 years","10-14","2012","2012","Male","M","Black or African American","2054-5",21,86255,24.3
,"10-14 years","10-14","2012","2012","Male","M","White","2106-3",41,388001,10.6
,"10-14 years","10-14","2013","2013","Female","F","Black or African American","2054-5",16,80314,Unreliable
,"10-14 years","10-14","2013","2013","Female","F","White","2106-3",31,363432,8.5
,"10-14 years","10-14","2013","2013","Male","M","Black or African American","2054-5",18,83919,Unreliable
,"10-14 years","10-14","2013","2013","Male","M","White","2106-3",50,382902,13.1
,"10-14 years","10-14","2014","2014","Female","F","White","2106-3",28,359715,7.8
,"10-14 years","10-14","2014","2014","Male","M","Black or African American","2054-5",18,82149,Unreliable
,"10-14 years","10-14","2014","2014","Male","M","White","2106-3",47,379054,12.4
,"10-14 years","10-14","2015","2015","Female","F","White","2106-3",46,356071,12.9
,"10-14 years","10-14","2015","2015","Male","M","Black or African American","2054-5",19,80513,Unreliable
,"10-14 years","10-14","2015","2015","Male","M","White","2106-3",39,374139,10.4
,"10-14 years","10-14","2016","2016","Female","F","Black or African American","2054-5",13,75684,Unreliable
,"10-14 years","10-14","2016","2016","Female","F","White","2106-3",39,351824,11.1
,"10-14 years","10-14","2016","2016","Male","M","Black or African American","2054-5",13,79344,Unreliable
,"10-14 years","10-14","2016","2016","Male","M","White","2106-3",43,370330,11.6
,"10-14 years","10-14","2017","2017","Female","F","Black or African American","2054-5",10,75345,Unreliable
,"10-14 years","10-14","2017","2017","Female","F","White","2106-3",38,348419,10.9
,"10-14 years","10-14","2017","2017","Male","M","Black or African American","2054-5",22,79344,27.7
,"10-14 years","10-14","2017","2017","Male","M","White","2106-3",56,366654,15.3
,"15-19 years","15-19","1999","1999","Female","F","Black or African American","2054-5",37,87305,42.4
,"15-19 years","15-19","1999","1999","Female","F","White","2106-3",156,460217,33.9
,"15-19 years","15-19","1999","1999","Male","M","Black or African American","2054-5",121,93402,129.5
,"15-19 years","15-19","1999","1999","Male","M","White","2106-3",321,489162,65.6
,"15-19 years","15-19","2000","2000","Female","F","Black or African American","2054-5",34,88502,38.4
,"15-19 years","15-19","2000","2000","Female","F","White","2106-3",137,466773,29.4
,"15-19 years","15-19","2000","2000","Male","M","Black or African American","2054-5",150,94001,159.6
,"15-19 years","15-19","2000","2000","Male","M","White","2106-3",304,494783,61.4
,"15-19 years","15-19","2001","2001","Female","F","Black or African American","2054-5",39,90042,43.3
,"15-19 years","15-19","2001","2001","Female","F","White","2106-3",163,464605,35.1
,"15-19 years","15-19","2001","2001","Male","M","Black or African American","2054-5",144,96367,149.4
,"15-19 years","15-19","2001","2001","Male","M","White","2106-3",365,497684,73.3
,"15-19 years","15-19","2002","2002","Female","F","Black or African American","2054-5",35,91924,38.1
,"15-19 years","15-19","2002","2002","Female","F","White","2106-3",187,467002,40.0
,"15-19 years","15-19","2002","2002","Male","M","Black or African American","2054-5",127,98099,129.5
,"15-19 years","15-19","2002","2002","Male","M","White","2106-3",369,500237,73.8
,"15-19 years","15-19","2003","2003","Female","F","Black or African American","2054-5",41,94857,43.2
,"15-19 years","15-19","2003","2003","Female","F","White","2106-3",176,470105,37.4
,"15-19 years","15-19","2003","2003","Male","M","Black or African American","2054-5",162,100149,161.8
,"15-19 years","15-19","2003","2003","Male","M","White","2106-3",368,500961,73.5
,"15-19 years","15-19","2004","2004","Female","F","Black or African American","2054-5",34,97979,34.7
,"15-19 years","15-19","2004","2004","Female","F","White","2106-3",174,473425,36.8
,"15-19 years","15-19","2004","2004","Male","M","Black or African American","2054-5",207,103174,200.6
,"15-19 years","15-19","2004","2004","Male","M","White","2106-3",350,504795,69.3
,"15-19 years","15-19","2005","2005","Female","F","Black or African American","2054-5",43,101064,42.5
,"15-19 years","15-19","2005","2005","Female","F","White","2106-3",171,475448,36.0
,"15-19 years","15-19","2005","2005","Male","M","Black or African American","2054-5",190,106619,178.2
,"15-19 years","15-19","2005","2005","Male","M","White","2106-3",328,508232,64.5
,"15-19 years","15-19","2006","2006","Female","F","Black or African American","2054-5",41,102755,39.9
,"15-19 years","15-19","2006","2006","Female","F","White","2106-3",160,474367,33.7
,"15-19 years","15-19","2006","2006","Male","M","Black or African American","2054-5",189,108841,173.6
,"15-19 years","15-19","2006","2006","Male","M","White","2106-3",341,507695,67.2
,"15-19 years","15-19","2007","2007","Female","F","Black or African American","2054-5",39,103723,37.6
,"15-19 years","15-19","2007","2007","Female","F","White","2106-3",137,469801,29.2
,"15-19 years","15-19","2007","2007","Male","M","Black or African American","2054-5",167,109683,152.3
,"15-19 years","15-19","2007","2007","Male","M","White","2106-3",305,503109,60.6
,"15-19 years","15-19","2008","2008","Female","F","Black or African American","2054-5",46,103605,44.4
,"15-19 years","15-19","2008","2008","Female","F","White","2106-3",112,460223,24.3
,"15-19 years","15-19","2008","2008","Male","M","Black or African American","2054-5",141,109493,128.8
,"15-19 years","15-19","2008","2008","Male","M","White","2106-3",278,493734,56.3
,"15-19 years","15-19","2009","2009","Female","F","Black or African American","2054-5",36,102253,35.2
,"15-19 years","15-19","2009","2009","Female","F","White","2106-3",120,447543,26.8
,"15-19 years","15-19","2009","2009","Male","M","Black or African American","2054-5",129,108147,119.3
,"15-19 years","15-19","2009","2009","Male","M","White","2106-3",286,481070,59.5
,"15-19 years","15-19","2010","2010","Female","F","Black or African American","2054-5",32,100376,31.9
,"15-19 years","15-19","2010","2010","Female","F","White","2106-3",95,435743,21.8
,"15-19 years","15-19","2010","2010","Male","M","Black or African American","2054-5",142,106021,133.9
